"","XP","XM","log2FoldChange","pvalue","FDR","sig","start","end","chr"
"2242","XP_022291429.1","XM_022435721.1",-0.00045071711173381,0.939237117785507,0.999848345372641,"False",57369991,57412995,"NC_035786.1"
"2243","XP_022291430.1","XM_022435722.1",0.00039728772851828,0.961564049188547,0.999848345372641,"False",57188045,57206961,"NC_035786.1"
"2244","XP_022291432.1","XM_022435724.1",0.000137037679665936,0.972615153896062,0.999848345372641,"False",57346950,57346950,"NC_035786.1"
"2245","XP_022291437.1","XM_022435729.1",-0.00109947193704456,0.853873984494808,0.999848345372641,"False",57279053,57288605,"NC_035786.1"
"2246","XP_022291438.1","XM_022435730.1",0.00865634128209589,0.0786946686089419,0.912717316357368,"False",57279053,57288605,"NC_035786.1"
"2247","XP_022291439.1","XM_022435731.1",0.00546918253588484,0.254242337403392,0.999848345372641,"False",57279053,57288605,"NC_035786.1"
"2248","XP_022291441.1","XM_022435733.1",-0.00634992307468554,0.647091104002981,0.999848345372641,"False",32892249,32903983,"NC_035780.1"
"2249","XP_022291443.1","XM_022435735.1",-0.00404124470294812,0.505981743704958,0.999848345372641,"False",13298148,13301951,"NC_035786.1"
"2250","XP_022291444.1","XM_022435736.1",-0.00102171307029128,0.495186368930125,0.999848345372641,"False",10372140,10379242,"NC_035786.1"
"2251","XP_022291449.1","XM_022435741.1",0.000520610863125553,0.811575356192705,0.999848345372641,"False",9141849,9157144,"NC_035786.1"
"2252","XP_022291452.1","XM_022435744.1",-0.0086822346743725,0.0889719523425169,0.949728172690815,"False",32896742,32903983,"NC_035780.1"
"2253","XP_022291461.1","XM_022435753.1",0.0056934804230573,0.404599150442524,0.999848345372641,"False",6747231,6752810,"NC_035786.1"
"2254","XP_022291462.1","XM_022435754.1",-0.024426063507696,0.00920049687719412,0.382348610737719,"False",32889072,32903983,"NC_035780.1"
"2255","XP_022291463.1","XM_022435755.1",-0.0120549308194958,0.223274780306486,0.999848345372641,"False",38880775,38880775,"NC_035786.1"
"2256","XP_022291469.1","XM_022435761.1",0.00274088175825482,0.3368628651758,0.999848345372641,"False",32895420,32903983,"NC_035780.1"
"2257","XP_022291472.1","XM_022435764.1",0.00196136034324338,0.562385722246316,0.999848345372641,"False",37419914,37427305,"NC_035786.1"
"2258","XP_022291478.1","XM_022435770.1",0.00277122425880323,0.728856999436499,0.999848345372641,"False",32893021,32903983,"NC_035780.1"
"2259","XP_022291483.1","XM_022435775.1",-0.00372300818371385,0.634154078849183,0.999848345372641,"False",53244820,53246017,"NC_035786.1"
"2260","XP_022291485.1","XM_022435777.1",0.000706386444601618,0.679311876217315,0.999848345372641,"False",32895117,32903983,"NC_035780.1"
"2261","XP_022291487.1","XM_022435779.1",0.000447000497357774,0.931151893885529,0.999848345372641,"False",25941122,25947968,"NC_035786.1"
"2262","XP_022291492.1","XM_022435784.1",-0.0055534597931404,0.274022157277348,0.999848345372641,"False",32888256,32903983,"NC_035780.1"
"2263","XP_022291494.1","XM_022435786.1",-0.00466685083732979,0.523231753409855,0.999848345372641,"False",5810480,5814250,"NC_035786.1"
"2264","XP_022291497.1","XM_022435789.1",-0.00831482978185321,0.241902063790947,0.999848345372641,"False",36531099,36534650,"NC_035786.1"
"2265","XP_022291498.1","XM_022435790.1",-0.00106872587821772,0.643780794318563,0.999848345372641,"False",41808026,41808026,"NC_035786.1"
"2266","XP_022291500.1","XM_022435792.1",0.00623429633505597,0.367470430034965,0.999848345372641,"False",32882760,32903983,"NC_035780.1"
"2267","XP_022291501.1","XM_022435793.1",0.00163155817225288,0.891842435833606,0.999848345372641,"False",33730543,33734452,"NC_035786.1"
"2268","XP_022291504.1","XM_022435796.1",-0.000443799495673294,0.809601185518438,0.999848345372641,"False",9746393,9753604,"NC_035786.1"
"2269","XP_022291505.1","XM_022435797.1",0.000707564250585663,0.800009819934882,0.999848345372641,"False",9746393,9753604,"NC_035786.1"
"2270","XP_022291507.1","XM_022435799.1",-0.000450943732648974,0.949916565061669,0.999848345372641,"False",2470056,2483651,"NC_035786.1"
"2271","XP_022291508.1","XM_022435800.1",-0.00135708165099283,0.827022865647063,0.999848345372641,"False",32893648,32903983,"NC_035780.1"
"2272","XP_022291509.1","XM_022435801.1",-0.00087921808987374,0.878626799121997,0.999848345372641,"False",17338081,17344299,"NC_035786.1"
"2273","XP_022291512.1","XM_022435804.1",0.0303499868380572,0.0617089730563511,0.84241386205295,"False",15968640,15988077,"NC_035786.1"
"2274","XP_022291514.1","XM_022435806.1",0.00353732516149256,0.563873501670476,0.999848345372641,"False",32894760,32903983,"NC_035780.1"
"2275","XP_022291516.1","XM_022435808.1",-0.00322892882087958,0.704744263963345,0.999848345372641,"False",50530345,50533771,"NC_035786.1"
"2276","XP_022291518.1","XM_022435810.1",0.00711350535197374,0.283110726279904,0.999848345372641,"False",5274512,5282236,"NC_035786.1"
"2277","XP_022291521.1","XM_022435813.1",-0.00193107621670207,0.750579587130585,0.999848345372641,"False",32894156,32903983,"NC_035780.1"
"2278","XP_022291530.1","XM_022435822.1",-0.00492912563369339,0.343947113035004,0.999848345372641,"False",32885653,32903983,"NC_035780.1"
"2279","XP_022291531.1","XM_022435823.1",0.00502618907741012,0.311849096054857,0.999848345372641,"False",43108023,43111489,"NC_035786.1"
"2280","XP_022291532.1","XM_022435824.1",0.0019248254560728,0.674225151495867,0.999848345372641,"False",43096371,43099807,"NC_035786.1"
"2281","XP_022291533.1","XM_022435825.1",-0.00592526349842494,0.196380841823551,0.999848345372641,"False",43136053,43150935,"NC_035786.1"
"2282","XP_022291534.1","XM_022435826.1",0.00585077281968494,0.339520459008558,0.999848345372641,"False",43084752,43089248,"NC_035786.1"
"2283","XP_022291536.1","XM_022435828.1",-0.00355148638510436,0.80128234495439,0.999848345372641,"False",26548767,26556179,"NC_035786.1"
"2284","XP_022291537.1","XM_022435829.1",-0.00260977847093084,0.686033640512144,0.999848345372641,"False",35831410,35834624,"NC_035786.1"
"2285","XP_022291538.1","XM_022435830.1",-0.0103171197326354,0.216197183349172,0.999848345372641,"False",32887715,32903983,"NC_035780.1"
"2286","XP_022291539.1","XM_022435831.1",0.000490407464157659,0.973936695012868,0.999848345372641,"False",21459245,21463774,"NC_035786.1"
"2287","XP_022291540.1","XM_022435832.1",0.00187627536017055,0.579377922815303,0.999848345372641,"False",28508410,28508410,"NC_035786.1"
"2288","XP_022291541.1","XM_022435833.1",-0.00104382982922546,0.472744540523027,0.999848345372641,"False",10226555,10273049,"NC_035786.1"
"2289","XP_022291544.1","XM_022435836.1",-0.000328879925876752,0.924023049707249,0.999848345372641,"False",17797955,17798514,"NC_035786.1"
"2290","XP_022291545.1","XM_022435837.1",0.000418215981411168,0.932638740498111,0.999848345372641,"False",32890973,32903983,"NC_035780.1"
"2291","XP_022291546.1","XM_022435838.1",0.000403777334468997,0.828422805190703,0.999848345372641,"False",12015827,12033121,"NC_035786.1"
"2292","XP_022291548.1","XM_022435840.1",-0.000454660231055252,0.79544135764264,0.999848345372641,"False",12015827,12033121,"NC_035786.1"
"2293","XP_022291552.1","XM_022435844.1",-0.00495960151122367,0.268191369575377,0.999848345372641,"False",28842721,28842884,"NC_035786.1"
"2294","XP_022291554.1","XM_022435846.1",-0.00312043850017045,0.640863849320025,0.999848345372641,"False",32890449,32903983,"NC_035780.1"
"2295","XP_022291555.1","XM_022435847.1",0.00379504569268015,0.838469395188668,0.999848345372641,"False",4939371,4950877,"NC_035786.1"
"2296","XP_022291556.1","XM_022435848.1",0.00337591753657116,0.386669143845194,0.999848345372641,"False",4952845,4957215,"NC_035786.1"
"2297","XP_022291557.1","XM_022435849.1",0.00320992745129405,0.408061479793884,0.999848345372641,"False",4952845,4957215,"NC_035786.1"
"2298","XP_022291558.1","XM_022435850.1",0.00357697291558735,0.531608542892494,0.999848345372641,"False",53108818,53108818,"NC_035786.1"
"2299","XP_022291559.1","XM_022435851.1",-0.00358727372783841,0.195370183687383,0.999848345372641,"False",15431397,15443703,"NC_035786.1"
"2300","XP_022291560.1","XM_022435852.1",0.00180652871858335,0.695506220744371,0.999848345372641,"False",15431397,15443703,"NC_035786.1"
"2301","XP_022291561.1","XM_022435853.1",0.0167260749080024,0.113252291621178,0.999848345372641,"False",32891491,32903983,"NC_035780.1"
"2302","XP_022291562.1","XM_022435854.1",0.00125963604684765,0.731449022056149,0.999848345372641,"False",56918023,56921326,"NC_035786.1"
"2303","XP_022291567.1","XM_022435859.1",-0.00132247634421829,0.857118622165043,0.999848345372641,"False",45940804,45940804,"NC_035786.1"
"2304","XP_022291568.1","XM_022435860.1",0.00119182647525002,0.868567097027345,0.999848345372641,"False",32883840,32903983,"NC_035780.1"
"2305","XP_022291569.1","XM_022435861.1",0.00375150163429569,0.56350471314779,0.999848345372641,"False",379276,396803,"NC_035786.1"
"2306","XP_022291570.1","XM_022435862.1",0.00209454571100746,0.768018291641215,0.999848345372641,"False",14759350,14767229,"NC_035786.1"
"2307","XP_022291571.1","XM_022435863.1",0.00171328405419804,0.612250865984309,0.999848345372641,"False",47446907,47449508,"NC_035786.1"
"2308","XP_022291575.1","XM_022435867.1",0.00180227578335274,0.449468276484869,0.999848345372641,"False",32884332,32903983,"NC_035780.1"
"2309","XP_022291583.1","XM_022435875.1",0.00504791890288767,0.133271943425371,0.999848345372641,"False",28591932,28605437,"NC_035786.1"
"2310","XP_022291584.1","XM_022435876.1",0.00504651667946845,0.209736811676415,0.999848345372641,"False",32897838,32903983,"NC_035780.1"
"2311","XP_022291585.1","XM_022435877.1",-0.00118644537742283,0.841111843593271,0.999848345372641,"False",28571760,28578827,"NC_035786.1"
"2312","XP_022291587.1","XM_022435879.1",0.0050088834242339,0.00651982266598579,0.318517731127734,"False",28527100,28528371,"NC_035786.1"
"2313","XP_022291591.1","XM_022435883.1",0.000919997760034519,0.903950678248129,0.999848345372641,"False",57043220,57065617,"NC_035786.1"
"2314","XP_022291592.1","XM_022435884.1",0.000509608342338867,0.904953064001334,0.999848345372641,"False",32881021,32903983,"NC_035780.1"
"2315","XP_022291595.1","XM_022435887.1",-0.00282395780205042,0.45851359943231,0.999848345372641,"False",57084262,57084262,"NC_035786.1"
"2316","XP_022291597.1","XM_022435889.1",0.00996544074024674,0.411823362727621,0.999848345372641,"False",57065806,57082549,"NC_035786.1"
"2317","XP_022291598.1","XM_022435890.1",0.00606450957636256,0.654046531060948,0.999848345372641,"False",34660045,34664365,"NC_035786.1"
"2318","XP_022291600.1","XM_022435892.1",0.000896579647956173,0.619514427002713,0.999848345372641,"False",32893648,32903983,"NC_035780.1"
"2319","XP_022291601.1","XM_022435893.1",-0.000890679751464328,0.913940644020067,0.999848345372641,"False",45853542,45853542,"NC_035786.1"
"2320","XP_022291602.1","XM_022435894.1",0.000264102486492197,0.927485408127844,0.999848345372641,"False",24646547,24649157,"NC_035786.1"
"2321","XP_022291604.1","XM_022435896.1",0.000142348813582657,0.940646816760878,0.999848345372641,"False",55856063,55856063,"NC_035786.1"
"2322","XP_022291605.1","XM_022435897.1",-0.000143599367296799,0.936494190442742,0.999848345372641,"False",55856063,55856063,"NC_035786.1"
"2323","XP_022291606.1","XM_022435898.1",0.000715058039774679,0.724377082809924,0.999848345372641,"False",15766854,15773098,"NC_035786.1"
"2324","XP_022291607.1","XM_022435899.1",0.0238322446874637,0.20923146689787,0.999848345372641,"False",32906308,32910169,"NC_035780.1"
"2325","XP_022291617.1","XM_022435909.1",-0.00670561280261545,0.413805866532188,0.999848345372641,"False",50989449,51005899,"NC_035786.1"
"2326","XP_022291620.1","XM_022435912.1",-0.000515319547883249,0.82619918858491,0.999848345372641,"False",13526988,13526988,"NC_035786.1"
"2327","XP_022291621.1","XM_022435913.1",-0.00216044206327212,0.761268196526717,0.999848345372641,"False",50066022,50081734,"NC_035786.1"
"2328","XP_022291624.1","XM_022435916.1",0.00461783543143144,0.484606179893515,0.999848345372641,"False",14881042,14894376,"NC_035786.1"
"2329","XP_022291625.1","XM_022435917.1",0.000228218501114983,0.94795967436075,0.999848345372641,"False",14881042,14897336,"NC_035786.1"
"2330","XP_022291631.1","XM_022435923.1",0.00373011213730928,0.491999659698379,0.999848345372641,"False",25814072,25835243,"NC_035786.1"
"2331","XP_022291634.1","XM_022435926.1",0.0014847057949426,0.761393683884988,0.999848345372641,"False",47606420,47628230,"NC_035786.1"
"2332","XP_022291635.1","XM_022435927.1",-0.000597090200283,0.711271090745494,0.999848345372641,"False",47606420,47628230,"NC_035786.1"
"2333","XP_022291636.1","XM_022435928.1",0.000489149134861166,0.180325347254614,0.999848345372641,"False",47606420,47628230,"NC_035786.1"
"2334","XP_022291638.1","XM_022435930.1",-0.0120347843712574,0.0830925503084644,0.93059042130637,"False",47606420,47616088,"NC_035786.1"
"2335","XP_022291642.1","XM_022435934.1",0.0024531247336615,0.713051864838282,0.999848345372641,"False",2491408,2495947,"NC_035786.1"
"2336","XP_022291643.1","XM_022435935.1",0.00602998675922254,0.518017600666571,0.999848345372641,"False",46286677,46288290,"NC_035786.1"
"2337","XP_022291644.1","XM_022435936.1",0.000767969933964905,0.867968726862703,0.999848345372641,"False",54079411,54086313,"NC_035786.1"
"2338","XP_022291645.1","XM_022435937.1",0.000164881839145691,0.960525183362202,0.999848345372641,"False",44889322,44895228,"NC_035786.1"
"2339","XP_022291650.1","XM_022435942.1",-0.00489626217674578,0.159500410439451,0.999848345372641,"False",44885540,44888258,"NC_035786.1"
"2340","XP_022291652.1","XM_022435944.1",0.00349254166644903,0.744358038489965,0.999848345372641,"False",22565395,22565395,"NC_035780.1"
"2341","XP_022291653.1","XM_022435945.1",-0.000616691964750614,0.742200728982159,0.999848345372641,"False",45131627,45135511,"NC_035786.1"
"2342","XP_022291657.1","XM_022435949.1",-0.00125519317895425,0.619631509791064,0.999848345372641,"False",44908611,44920626,"NC_035786.1"
"2343","XP_022291662.1","XM_022435954.1",-0.00146518100076023,0.851039955267198,0.999848345372641,"False",49196690,49200291,"NC_035786.1"
"2344","XP_022291664.1","XM_022435956.1",-1.59591207981952e-05,0.992414118557792,0.999848345372641,"False",27205727,27207331,"NC_035786.1"
"2345","XP_022291665.1","XM_022435957.1",-0.0266435961900148,0.0327595415931332,0.671411060175968,"False",54788664,54792163,"NC_035780.1"
"2346","XP_022291666.1","XM_022435958.1",0.00110727624127443,0.830778314102753,0.999848345372641,"False",8346419,8373360,"NC_035786.1"
"2347","XP_022291671.1","XM_022435963.1",-0.00931877145531333,0.106564342070491,0.985345202933152,"False",54788664,54792163,"NC_035780.1"
"2348","XP_022291674.1","XM_022435966.1",0.00152161092377586,0.481009088997705,0.999848345372641,"False",22132588,22140627,"NC_035786.1"
"2349","XP_022291676.1","XM_022435968.1",0.000248935978937282,0.950599900891178,0.999848345372641,"False",11063171,11063171,"NC_035786.1"
"2350","XP_022291678.1","XM_022435970.1",-0.00139544838090433,0.719068347118662,0.999848345372641,"False",11068844,11071993,"NC_035786.1"
"2351","XP_022291680.1","XM_022435972.1",-0.0102950560884489,0.0915535357000151,0.951457125471887,"False",54788664,54792028,"NC_035780.1"
"2352","XP_022291682.1","XM_022435974.1",0.00753903220264181,0.561910654223472,0.999848345372641,"False",27492252,27503524,"NC_035786.1"
"2353","XP_022291683.1","XM_022435975.1",0.0100218791481142,0.0349165614474536,0.683717208002421,"False",27474728,27481362,"NC_035786.1"
"2354","XP_022291686.1","XM_022435978.1",-0.00206531392410691,0.579838137651988,0.999848345372641,"False",27511969,27516606,"NC_035786.1"
"2355","XP_022291689.1","XM_022435981.1",-0.00484370388071383,0.259070034040843,0.999848345372641,"False",54788664,54792028,"NC_035780.1"
"2356","XP_022291692.1","XM_022435984.1",-0.0162470497087843,0.174864324773418,0.999848345372641,"False",27487774,27491855,"NC_035786.1"
"2357","XP_022291693.1","XM_022435985.1",0.000228797530248089,0.843888198945437,0.999848345372641,"False",27454947,27462179,"NC_035786.1"
"2358","XP_022291694.1","XM_022435986.1",-0.0042461995915275,0.622277446062911,0.999848345372641,"False",5597631,5601182,"NC_035786.1"
"2359","XP_022291696.1","XM_022435988.1",-0.00462881523578301,0.62932438695339,0.999848345372641,"False",54788664,54791629,"NC_035780.1"
"2360","XP_022291698.1","XM_022435990.1",0.0019823593626468,0.608878750737838,0.999848345372641,"False",19162059,19162716,"NC_035786.1"
"2361","XP_022291699.1","XM_022435991.1",-0.000420909297019441,0.892337355568851,0.999848345372641,"False",47844166,47844166,"NC_035786.1"
"2362","XP_022291702.1","XM_022435994.1",0.00152451058478605,0.757216146883476,0.999848345372641,"False",56326166,56339075,"NC_035786.1"
"2363","XP_022291703.1","XM_022435995.1",0.00119970960743017,0.0853103823597127,0.93633931367556,"False",56385397,56399828,"NC_035786.1"
"2364","XP_022291705.1","XM_022435997.1",-0.00310887081405833,0.290791077496937,0.999848345372641,"False",56385397,56399828,"NC_035786.1"
"2365","XP_022291708.1","XM_022436000.1",-0.00876484712516338,0.0393712034992468,0.715398202948856,"False",56385397,56399828,"NC_035786.1"
"2366","XP_022291712.1","XM_022436004.1",0.0050881375294315,0.473181983348745,0.999848345372641,"False",56405950,56415740,"NC_035786.1"
"2367","XP_022291714.1","XM_022436006.1",0.000829133391915953,0.726550080898007,0.999848345372641,"False",56578388,56580868,"NC_035786.1"
"2368","XP_022291715.1","XM_022436007.1",-0.00125735267312884,0.689831748570051,0.999848345372641,"False",56578388,56580868,"NC_035786.1"
"2369","XP_022291720.1","XM_022436012.1",-0.00294469918607112,0.3933681279181,0.999848345372641,"False",56499041,56501531,"NC_035786.1"
"2370","XP_022291722.1","XM_022436014.1",0.00643008132737372,0.330551542660598,0.999848345372641,"False",56499041,56501531,"NC_035786.1"
"2371","XP_022291723.1","XM_022436015.1",0.00219909941937474,0.695677146666498,0.999848345372641,"False",56536424,56538899,"NC_035786.1"
"2372","XP_022291725.1","XM_022436017.1",0.00729046642252114,0.318492621598544,0.999848345372641,"False",56475204,56495519,"NC_035786.1"
"2373","XP_022291726.1","XM_022436018.1",-0.00903056735788018,0.286560000378092,0.999848345372641,"False",56475204,56495519,"NC_035786.1"
"2374","XP_022291727.1","XM_022436019.1",-0.000368887627526948,0.846069211135022,0.999848345372641,"False",56448502,56457364,"NC_035786.1"
"2375","XP_022291729.1","XM_022436021.1",-0.0138980569699382,0.139150982981138,0.999848345372641,"False",56563855,56567258,"NC_035780.1"
"2376","XP_022291730.1","XM_022436022.1",-0.0185777362963552,0.0215916089906419,0.572705964787793,"False",16098227,16100433,"NC_035786.1"
"2377","XP_022291731.1","XM_022436023.1",-0.019191291236739,0.0523868923043227,0.795661474801447,"False",11362778,11379212,"NC_035786.1"
"2378","XP_022291733.1","XM_022436025.1",-0.00447460379937049,0.400901345675148,0.999848345372641,"False",10196293,10203333,"NC_035786.1"
"2379","XP_022291734.1","XM_022436026.1",-0.000234384969550103,0.874749244236982,0.999848345372641,"False",10196293,10203333,"NC_035786.1"
"2380","XP_022291735.1","XM_022436027.1",-3.5882884379851e-05,0.974277266990572,0.999848345372641,"False",23775509,23778181,"NC_035786.1"
"2381","XP_022291740.1","XM_022436032.1",-0.00356038965595138,0.810217260870893,0.999848345372641,"False",59751900,59759830,"NC_035780.1"
"2382","XP_022291746.1","XM_022436038.1",0.00455004434697689,0.0214958214403584,0.572705964787793,"False",14210281,14216105,"NC_035786.1"
"2383","XP_022291748.1","XM_022436040.1",-0.0110978082665433,0.155012984777056,0.999848345372641,"False",59751900,59759830,"NC_035780.1"
"2384","XP_022291749.1","XM_022436041.1",-0.000119289048476863,0.865103331631493,0.999848345372641,"False",12946373,12966403,"NC_035786.1"
"2385","XP_022291751.1","XM_022436043.1",-0.00115049166981645,0.738741547770041,0.999848345372641,"False",40837618,40844527,"NC_035786.1"
"2386","XP_022291754.1","XM_022436046.1",0.00433232042970886,0.190923543640233,0.999848345372641,"False",37286681,37288913,"NC_035786.1"
"2387","XP_022291756.1","XM_022436048.1",-0.000598563629775288,0.876199529933055,0.999848345372641,"False",53121814,53126964,"NC_035786.1"
"2388","XP_022291762.1","XM_022436054.1",0.000444239326108382,0.951277400486656,0.999848345372641,"False",22860432,22885895,"NC_035786.1"
"2389","XP_022291764.1","XM_022436056.1",0.00653856666356421,0.166376814301077,0.999848345372641,"False",45936013,45936013,"NC_035786.1"
"2390","XP_022291765.1","XM_022436057.1",0.00242462357949497,0.527828844929276,0.999848345372641,"False",3872823,3875601,"NC_035786.1"
"2391","XP_022291766.1","XM_022436058.1",-0.00220662036770472,0.765756320630534,0.999848345372641,"False",47144733,47153543,"NC_035786.1"
"2392","XP_022291767.1","XM_022436059.1",-0.00537229464821,0.51905142933139,0.999848345372641,"False",49921438,49921438,"NC_035786.1"
"2393","XP_022291770.1","XM_022436062.1",0.000818981435596561,0.607438822766685,0.999848345372641,"False",49926795,49939618,"NC_035786.1"
"2394","XP_022291771.1","XM_022436063.1",0.000538309962853222,0.738213682222383,0.999848345372641,"False",49926795,49939618,"NC_035786.1"
"2395","XP_022291773.1","XM_022436065.1",0.00145868992170459,0.567608861047268,0.999848345372641,"False",49926795,49939618,"NC_035786.1"
"2396","XP_022291774.1","XM_022436066.1",-0.00706609146610924,0.297483488310337,0.999848345372641,"False",49926795,49939618,"NC_035786.1"
"2397","XP_022291779.1","XM_022436071.1",-0.00300529815948288,0.555479703101823,0.999848345372641,"False",54057109,54062340,"NC_035786.1"
"2398","XP_022291782.1","XM_022436074.1",0.00380883171940524,0.598077332910071,0.999848345372641,"False",9709471,9714343,"NC_035786.1"
"2399","XP_022291783.1","XM_022436075.1",0.00124436552119713,0.591667129155983,0.999848345372641,"False",30604003,30604003,"NC_035786.1"
"2400","XP_022291784.1","XM_022436076.1",-0.000230531270885266,0.932458389172033,0.999848345372641,"False",46058459,46064822,"NC_035786.1"
"2401","XP_022291786.1","XM_022436078.1",0.0152448649855753,0.106769306798137,0.985345202933152,"False",36105742,36111210,"NC_035780.1"
"2402","XP_022291787.1","XM_022436079.1",-8.04659678211682e-05,0.93269720458488,0.999848345372641,"False",46067227,46074290,"NC_035786.1"
"2403","XP_022291789.1","XM_022436081.1",-1.411300285562e-05,0.994195417749347,0.999848345372641,"False",46067227,46067227,"NC_035786.1"
"2404","XP_022291790.1","XM_022436082.1",-0.000586473686271872,0.853031470337916,0.999848345372641,"False",46043584,46043584,"NC_035786.1"
"2405","XP_022291798.1","XM_022436090.1",-0.00718801548705557,0.606782113949972,0.999848345372641,"False",16705847,16711790,"NC_035780.1"
"2406","XP_022291806.1","XM_022436098.1",0.00645333619180959,0.297531285288853,0.999848345372641,"False",16705744,16711790,"NC_035780.1"
"2407","XP_022291807.1","XM_022436099.1",-0.00114851374320444,0.478047659598684,0.999848345372641,"False",13947171,14024393,"NC_035786.1"
"2408","XP_022291808.1","XM_022436100.1",-0.0113907526417028,0.232933254739873,0.999848345372641,"False",46849763,46870637,"NC_035786.1"
"2409","XP_022291812.1","XM_022436104.1",0.00068431686440736,0.0399374351130785,0.717883660523373,"False",46848450,46870637,"NC_035786.1"
"2410","XP_022291814.1","XM_022436106.1",0.00148257598458466,0.812763595444118,0.999848345372641,"False",46872813,46881415,"NC_035786.1"
"2411","XP_022291815.1","XM_022436107.1",0.000201128751031777,0.940011479385839,0.999848345372641,"False",16706816,16711790,"NC_035780.1"
"2412","XP_022291820.1","XM_022436112.1",0.00274602194757544,0.554332386567249,0.999848345372641,"False",4277350,4277914,"NC_035786.1"
"2413","XP_022291833.1","XM_022436125.1",-0.00940611404033387,0.0953427071185716,0.957871655200073,"False",20276287,20279289,"NC_035786.1"
"2414","XP_022291838.1","XM_022436130.1",-0.0118585163319611,0.171266714174545,0.999848345372641,"False",48228319,48255320,"NC_035780.1"
"2415","XP_022291841.1","XM_022436133.1",-0.000373414745373115,0.878601416511629,0.999848345372641,"False",24634464,24638622,"NC_035786.1"
"2416","XP_022291844.1","XM_022436136.1",-0.000406745354478188,0.947223036627696,0.999848345372641,"False",47355558,47360227,"NC_035786.1"
"2417","XP_022291845.1","XM_022436137.1",0.000210903699924265,0.830709386255203,0.999848345372641,"False",47355558,47358853,"NC_035786.1"
"2418","XP_022291847.1","XM_022436139.1",0.00171487248535899,0.851104687837531,0.999848345372641,"False",47364035,47370782,"NC_035786.1"
"2419","XP_022291854.1","XM_022436146.1",-0.000286416095230938,0.91727300729878,0.999848345372641,"False",56854320,56868444,"NC_035786.1"
"2420","XP_022291855.1","XM_022436147.1",0.0148717234148167,0.0433465653219289,0.74744229427115,"False",56854320,56868444,"NC_035786.1"
"2421","XP_022291856.1","XM_022436148.1",-0.00335553186003817,0.529668404011565,0.999848345372641,"False",12863957,12869366,"NC_035780.1"
"2422","XP_022291857.1","XM_022436149.1",0.000381104575573444,0.95710634442037,0.999848345372641,"False",56855680,56868444,"NC_035786.1"
"2423","XP_022291862.1","XM_022436154.1",0.00675351145357439,0.0902919159600876,0.951457125471887,"False",56854320,56868444,"NC_035786.1"
"2424","XP_022291863.1","XM_022436155.1",0.00111394669175413,0.826059205471312,0.999848345372641,"False",56854320,56868444,"NC_035786.1"
"2425","XP_022291867.1","XM_022436159.1",-0.00140752298640478,0.69522560712477,0.999848345372641,"False",7502871,7502871,"NC_035786.1"
"2426","XP_022291869.1","XM_022436161.1",1.06260283633229e-05,0.996274991517371,0.999848345372641,"False",52727215,52747303,"NC_035786.1"
"2427","XP_022291870.1","XM_022436162.1",0.0140766269007056,0.162994941672386,0.999848345372641,"False",52727215,52747303,"NC_035786.1"
"2428","XP_022291871.1","XM_022436163.1",-8.84573750866302e-05,0.984761289032295,0.999848345372641,"False",17348132,17370518,"NC_035786.1"
"2429","XP_022291873.1","XM_022436165.1",-0.000835830736638748,0.770127992131901,0.999848345372641,"False",33599,34662,"NC_035786.1"
"2430","XP_022291875.1","XM_022436167.1",0.0059504795442288,0.0339653015859735,0.681605602117483,"False",11077073,11079870,"NC_035786.1"
"2431","XP_022291878.1","XM_022436170.1",-0.00834099399425855,0.149931382801577,0.999848345372641,"False",35445155,35458124,"NC_035786.1"
"2432","XP_022291879.1","XM_022436171.1",0.00713553764609761,0.174733678194723,0.999848345372641,"False",49811141,49823061,"NC_035786.1"
"2433","XP_022291881.1","XM_022436173.1",-0.000394856816348559,0.804881629478925,0.999848345372641,"False",53133104,53162484,"NC_035786.1"
"2434","XP_022291890.1","XM_022436182.1",0.000669994854599695,0.649290241927539,0.999848345372641,"False",16799012,16813903,"NC_035786.1"
"2435","XP_022291893.1","XM_022436185.1",-0.0154077657709006,0.109215933968275,0.992828138978695,"False",3772051,3779325,"NC_035780.1"
"2436","XP_022291895.1","XM_022436187.1",-0.00118411926749133,0.410630654022899,0.999848345372641,"False",30332251,30334406,"NC_035786.1"
"2437","XP_022291896.1","XM_022436188.1",-0.0071262702191599,0.346239114763076,0.999848345372641,"False",30335765,30335765,"NC_035786.1"
"2438","XP_022291898.1","XM_022436190.1",-0.0187745385831313,0.123044829306768,0.999848345372641,"False",30340384,30367624,"NC_035786.1"
"2439","XP_022291899.1","XM_022436191.1",0.0138708540941203,0.376543939569993,0.999848345372641,"False",30340384,30367624,"NC_035786.1"
"2440","XP_022291902.1","XM_022436194.1",0.00562877801867833,0.45873412624911,0.999848345372641,"False",2384007,2425667,"NC_035786.1"
"2441","XP_022291904.1","XM_022436196.1",-0.00413997326910571,0.415162575785401,0.999848345372641,"False",3782638,3788633,"NC_035780.1"
"2442","XP_022291906.1","XM_022436198.1",0.00081688256071359,0.508497875725505,0.999848345372641,"False",2374093,2380190,"NC_035786.1"
"2443","XP_022291907.1","XM_022436199.1",0.000369532384821095,0.929959236923755,0.999848345372641,"False",2428256,2432240,"NC_035786.1"
"2444","XP_022291908.1","XM_022436200.1",-0.00705477383056779,0.42407671742344,0.999848345372641,"False",20821186,20833753,"NC_035786.1"
