Module	Section	Sample Name	Source
FastQC	all_sections	DEBY_4.R1	/home/jpuritz/Oyster_Genome_Project/logfiles/DEBY_4.R1_fastqc.zip
FastQC	all_sections	DEBY_4.R2	/home/jpuritz/Oyster_Genome_Project/logfiles/DEBY_4.R2_fastqc.zip
FastQC	all_sections	DEBY_5.R1	/home/jpuritz/Oyster_Genome_Project/logfiles/DEBY_5.R1_fastqc.zip
FastQC	all_sections	DEBY_5.R2	/home/jpuritz/Oyster_Genome_Project/logfiles/DEBY_5.R2_fastqc.zip
FastQC	all_sections	DEBY_6.R1	/home/jpuritz/Oyster_Genome_Project/logfiles/DEBY_6.R1_fastqc.zip
FastQC	all_sections	DEBY_6.R2	/home/jpuritz/Oyster_Genome_Project/logfiles/DEBY_6.R2_fastqc.zip
FastQC	all_sections	HC_1.R1	/home/jpuritz/Oyster_Genome_Project/logfiles/HC_1.R1_fastqc.zip
FastQC	all_sections	HC_1.R2	/home/jpuritz/Oyster_Genome_Project/logfiles/HC_1.R2_fastqc.zip
FastQC	all_sections	HC_3.R1	/home/jpuritz/Oyster_Genome_Project/logfiles/HC_3.R1_fastqc.zip
FastQC	all_sections	HC_3.R2	/home/jpuritz/Oyster_Genome_Project/logfiles/HC_3.R2_fastqc.zip
FastQC	all_sections	HC_4.R1	/home/jpuritz/Oyster_Genome_Project/logfiles/HC_4.R1_fastqc.zip
FastQC	all_sections	HC_4.R2	/home/jpuritz/Oyster_Genome_Project/logfiles/HC_4.R2_fastqc.zip
FastQC	all_sections	HC_5.R1	/home/jpuritz/Oyster_Genome_Project/logfiles/HC_5.R1_fastqc.zip
FastQC	all_sections	HC_5.R2	/home/jpuritz/Oyster_Genome_Project/logfiles/HC_5.R2_fastqc.zip
FastQC	all_sections	HC_6.R1	/home/jpuritz/Oyster_Genome_Project/logfiles/HC_6.R1_fastqc.zip
FastQC	all_sections	HC_6.R2	/home/jpuritz/Oyster_Genome_Project/logfiles/HC_6.R2_fastqc.zip
FastQC	all_sections	HC_7.R1	/home/jpuritz/Oyster_Genome_Project/logfiles/HC_7.R1_fastqc.zip
FastQC	all_sections	HC_7.R2	/home/jpuritz/Oyster_Genome_Project/logfiles/HC_7.R2_fastqc.zip
FastQC	all_sections	HC_VA_1.R1	/home/jpuritz/Oyster_Genome_Project/logfiles/HC_VA_1.R1_fastqc.zip
FastQC	all_sections	HC_VA_1.R2	/home/jpuritz/Oyster_Genome_Project/logfiles/HC_VA_1.R2_fastqc.zip
FastQC	all_sections	HC_VA_2.R1	/home/jpuritz/Oyster_Genome_Project/logfiles/HC_VA_2.R1_fastqc.zip
FastQC	all_sections	HC_VA_2.R2	/home/jpuritz/Oyster_Genome_Project/logfiles/HC_VA_2.R2_fastqc.zip
FastQC	all_sections	HC_VA_3.R1	/home/jpuritz/Oyster_Genome_Project/logfiles/HC_VA_3.R1_fastqc.zip
FastQC	all_sections	HC_VA_3.R2	/home/jpuritz/Oyster_Genome_Project/logfiles/HC_VA_3.R2_fastqc.zip
FastQC	all_sections	HC_VA_4.R1	/home/jpuritz/Oyster_Genome_Project/logfiles/HC_VA_4.R1_fastqc.zip
FastQC	all_sections	HC_VA_4.R2	/home/jpuritz/Oyster_Genome_Project/logfiles/HC_VA_4.R2_fastqc.zip
FastQC	all_sections	HC_VA_5.R1	/home/jpuritz/Oyster_Genome_Project/logfiles/HC_VA_5.R1_fastqc.zip
FastQC	all_sections	HC_VA_5.R2	/home/jpuritz/Oyster_Genome_Project/logfiles/HC_VA_5.R2_fastqc.zip
FastQC	all_sections	HC_VA_6.R1	/home/jpuritz/Oyster_Genome_Project/logfiles/HC_VA_6.R1_fastqc.zip
FastQC	all_sections	HC_VA_6.R2	/home/jpuritz/Oyster_Genome_Project/logfiles/HC_VA_6.R2_fastqc.zip
FastQC	all_sections	HG_HG0F2.R1	/home/jpuritz/Oyster_Genome_Project/logfiles/HG_HG0F2.R1_fastqc.zip
FastQC	all_sections	HG_HG0F2.R2	/home/jpuritz/Oyster_Genome_Project/logfiles/HG_HG0F2.R2_fastqc.zip
FastQC	all_sections	HG_HG2F1.R1	/home/jpuritz/Oyster_Genome_Project/logfiles/HG_HG2F1.R1_fastqc.zip
FastQC	all_sections	HG_HG2F1.R2	/home/jpuritz/Oyster_Genome_Project/logfiles/HG_HG2F1.R2_fastqc.zip
FastQC	all_sections	HG_HG2M5.R1	/home/jpuritz/Oyster_Genome_Project/logfiles/HG_HG2M5.R1_fastqc.zip
FastQC	all_sections	HG_HG2M5.R2	/home/jpuritz/Oyster_Genome_Project/logfiles/HG_HG2M5.R2_fastqc.zip
FastQC	all_sections	HI_1.R1	/home/jpuritz/Oyster_Genome_Project/logfiles/HI_1.R1_fastqc.zip
FastQC	all_sections	HI_1.R2	/home/jpuritz/Oyster_Genome_Project/logfiles/HI_1.R2_fastqc.zip
FastQC	all_sections	HI_2.R1	/home/jpuritz/Oyster_Genome_Project/logfiles/HI_2.R1_fastqc.zip
FastQC	all_sections	HI_2.R2	/home/jpuritz/Oyster_Genome_Project/logfiles/HI_2.R2_fastqc.zip
FastQC	all_sections	HI_3.R1	/home/jpuritz/Oyster_Genome_Project/logfiles/HI_3.R1_fastqc.zip
FastQC	all_sections	HI_3.R2	/home/jpuritz/Oyster_Genome_Project/logfiles/HI_3.R2_fastqc.zip
FastQC	all_sections	HI_4.R1	/home/jpuritz/Oyster_Genome_Project/logfiles/HI_4.R1_fastqc.zip
FastQC	all_sections	HI_4.R2	/home/jpuritz/Oyster_Genome_Project/logfiles/HI_4.R2_fastqc.zip
FastQC	all_sections	HI_5.R1	/home/jpuritz/Oyster_Genome_Project/logfiles/HI_5.R1_fastqc.zip
FastQC	all_sections	HI_5.R2	/home/jpuritz/Oyster_Genome_Project/logfiles/HI_5.R2_fastqc.zip
FastQC	all_sections	HI_6.R1	/home/jpuritz/Oyster_Genome_Project/logfiles/HI_6.R1_fastqc.zip
FastQC	all_sections	HI_6.R2	/home/jpuritz/Oyster_Genome_Project/logfiles/HI_6.R2_fastqc.zip
FastQC	all_sections	LM_1_pool.R1	/home/jpuritz/Oyster_Genome_Project/logfiles/LM_1_pool.R1_fastqc.zip
FastQC	all_sections	LM_1_pool.R2	/home/jpuritz/Oyster_Genome_Project/logfiles/LM_1_pool.R2_fastqc.zip
FastQC	all_sections	LM_3.R1	/home/jpuritz/Oyster_Genome_Project/logfiles/LM_3.R1_fastqc.zip
FastQC	all_sections	LM_3.R2	/home/jpuritz/Oyster_Genome_Project/logfiles/LM_3.R2_fastqc.zip
FastQC	all_sections	LM_4.R1	/home/jpuritz/Oyster_Genome_Project/logfiles/LM_4.R1_fastqc.zip
FastQC	all_sections	LM_4.R2	/home/jpuritz/Oyster_Genome_Project/logfiles/LM_4.R2_fastqc.zip
FastQC	all_sections	LM_7.R1	/home/jpuritz/Oyster_Genome_Project/logfiles/LM_7.R1_fastqc.zip
FastQC	all_sections	LM_7.R2	/home/jpuritz/Oyster_Genome_Project/logfiles/LM_7.R2_fastqc.zip
FastQC	all_sections	LM_8.R1	/home/jpuritz/Oyster_Genome_Project/logfiles/LM_8.R1_fastqc.zip
FastQC	all_sections	LM_8.R2	/home/jpuritz/Oyster_Genome_Project/logfiles/LM_8.R2_fastqc.zip
FastQC	all_sections	LOLA_1.R1	/home/jpuritz/Oyster_Genome_Project/logfiles/LOLA_1.R1_fastqc.zip
FastQC	all_sections	LOLA_1.R2	/home/jpuritz/Oyster_Genome_Project/logfiles/LOLA_1.R2_fastqc.zip
FastQC	all_sections	LOLA_2.R1	/home/jpuritz/Oyster_Genome_Project/logfiles/LOLA_2.R1_fastqc.zip
FastQC	all_sections	LOLA_2.R2	/home/jpuritz/Oyster_Genome_Project/logfiles/LOLA_2.R2_fastqc.zip
FastQC	all_sections	LOLA_3.R1	/home/jpuritz/Oyster_Genome_Project/logfiles/LOLA_3.R1_fastqc.zip
FastQC	all_sections	LOLA_3.R2	/home/jpuritz/Oyster_Genome_Project/logfiles/LOLA_3.R2_fastqc.zip
FastQC	all_sections	LOLA_4.R1	/home/jpuritz/Oyster_Genome_Project/logfiles/LOLA_4.R1_fastqc.zip
FastQC	all_sections	LOLA_4.R2	/home/jpuritz/Oyster_Genome_Project/logfiles/LOLA_4.R2_fastqc.zip
FastQC	all_sections	LOLA_5.R1	/home/jpuritz/Oyster_Genome_Project/logfiles/LOLA_5.R1_fastqc.zip
FastQC	all_sections	LOLA_5.R2	/home/jpuritz/Oyster_Genome_Project/logfiles/LOLA_5.R2_fastqc.zip
FastQC	all_sections	LOLA_6.R1	/home/jpuritz/Oyster_Genome_Project/logfiles/LOLA_6.R1_fastqc.zip
FastQC	all_sections	LOLA_6.R2	/home/jpuritz/Oyster_Genome_Project/logfiles/LOLA_6.R2_fastqc.zip
FastQC	all_sections	NEH_1.R1	/home/jpuritz/Oyster_Genome_Project/logfiles/NEH_1.R1_fastqc.zip
FastQC	all_sections	NEH_1.R2	/home/jpuritz/Oyster_Genome_Project/logfiles/NEH_1.R2_fastqc.zip
FastQC	all_sections	NEH_2.R1	/home/jpuritz/Oyster_Genome_Project/logfiles/NEH_2.R1_fastqc.zip
FastQC	all_sections	NEH_2.R2	/home/jpuritz/Oyster_Genome_Project/logfiles/NEH_2.R2_fastqc.zip
FastQC	all_sections	NEH_3.R1	/home/jpuritz/Oyster_Genome_Project/logfiles/NEH_3.R1_fastqc.zip
FastQC	all_sections	NEH_3.R2	/home/jpuritz/Oyster_Genome_Project/logfiles/NEH_3.R2_fastqc.zip
FastQC	all_sections	NEH_4.R1	/home/jpuritz/Oyster_Genome_Project/logfiles/NEH_4.R1_fastqc.zip
FastQC	all_sections	NEH_4.R2	/home/jpuritz/Oyster_Genome_Project/logfiles/NEH_4.R2_fastqc.zip
FastQC	all_sections	NEH_5.R1	/home/jpuritz/Oyster_Genome_Project/logfiles/NEH_5.R1_fastqc.zip
FastQC	all_sections	NEH_5.R2	/home/jpuritz/Oyster_Genome_Project/logfiles/NEH_5.R2_fastqc.zip
FastQC	all_sections	NEH_6.R1	/home/jpuritz/Oyster_Genome_Project/logfiles/NEH_6.R1_fastqc.zip
FastQC	all_sections	NEH_6.R2	/home/jpuritz/Oyster_Genome_Project/logfiles/NEH_6.R2_fastqc.zip
FastQC	all_sections	NG_NH0H4.R1	/home/jpuritz/Oyster_Genome_Project/logfiles/NG_NH0H4.R1_fastqc.zip
FastQC	all_sections	NG_NH0H4.R2	/home/jpuritz/Oyster_Genome_Project/logfiles/NG_NH0H4.R2_fastqc.zip
FastQC	all_sections	NG_NH2F6.R1	/home/jpuritz/Oyster_Genome_Project/logfiles/NG_NH2F6.R1_fastqc.zip
FastQC	all_sections	NG_NH2F6.R2	/home/jpuritz/Oyster_Genome_Project/logfiles/NG_NH2F6.R2_fastqc.zip
FastQC	all_sections	NG_NH2F8.R1	/home/jpuritz/Oyster_Genome_Project/logfiles/NG_NH2F8.R1_fastqc.zip
FastQC	all_sections	NG_NH2F8.R2	/home/jpuritz/Oyster_Genome_Project/logfiles/NG_NH2F8.R2_fastqc.zip
FastQC	all_sections	NG_NH2M1.R1	/home/jpuritz/Oyster_Genome_Project/logfiles/NG_NH2M1.R1_fastqc.zip
FastQC	all_sections	NG_NH2M1.R2	/home/jpuritz/Oyster_Genome_Project/logfiles/NG_NH2M1.R2_fastqc.zip
FastQC	all_sections	OBOYS2_1.R1	/home/jpuritz/Oyster_Genome_Project/logfiles/OBOYS2_1.R1_fastqc.zip
FastQC	all_sections	OBOYS2_1.R2	/home/jpuritz/Oyster_Genome_Project/logfiles/OBOYS2_1.R2_fastqc.zip
FastQC	all_sections	OBOYS2_2.R1	/home/jpuritz/Oyster_Genome_Project/logfiles/OBOYS2_2.R1_fastqc.zip
FastQC	all_sections	OBOYS2_2.R2	/home/jpuritz/Oyster_Genome_Project/logfiles/OBOYS2_2.R2_fastqc.zip
FastQC	all_sections	OBOYS2_3.R1	/home/jpuritz/Oyster_Genome_Project/logfiles/OBOYS2_3.R1_fastqc.zip
FastQC	all_sections	OBOYS2_3.R2	/home/jpuritz/Oyster_Genome_Project/logfiles/OBOYS2_3.R2_fastqc.zip
FastQC	all_sections	OBOYS2_4.R1	/home/jpuritz/Oyster_Genome_Project/logfiles/OBOYS2_4.R1_fastqc.zip
FastQC	all_sections	OBOYS2_4.R2	/home/jpuritz/Oyster_Genome_Project/logfiles/OBOYS2_4.R2_fastqc.zip
FastQC	all_sections	OBOYS2_5.R1	/home/jpuritz/Oyster_Genome_Project/logfiles/OBOYS2_5.R1_fastqc.zip
FastQC	all_sections	OBOYS2_5.R2	/home/jpuritz/Oyster_Genome_Project/logfiles/OBOYS2_5.R2_fastqc.zip
FastQC	all_sections	OBOYS2_6.R1	/home/jpuritz/Oyster_Genome_Project/logfiles/OBOYS2_6.R1_fastqc.zip
FastQC	all_sections	OBOYS2_6.R2	/home/jpuritz/Oyster_Genome_Project/logfiles/OBOYS2_6.R2_fastqc.zip
FastQC	all_sections	SL_1.R1	/home/jpuritz/Oyster_Genome_Project/logfiles/SL_1.R1_fastqc.zip
FastQC	all_sections	SL_1.R2	/home/jpuritz/Oyster_Genome_Project/logfiles/SL_1.R2_fastqc.zip
FastQC	all_sections	SL_2.R1	/home/jpuritz/Oyster_Genome_Project/logfiles/SL_2.R1_fastqc.zip
FastQC	all_sections	SL_2.R2	/home/jpuritz/Oyster_Genome_Project/logfiles/SL_2.R2_fastqc.zip
FastQC	all_sections	SL_3.R1	/home/jpuritz/Oyster_Genome_Project/logfiles/SL_3.R1_fastqc.zip
FastQC	all_sections	SL_3.R2	/home/jpuritz/Oyster_Genome_Project/logfiles/SL_3.R2_fastqc.zip
FastQC	all_sections	SL_4.R1	/home/jpuritz/Oyster_Genome_Project/logfiles/SL_4.R1_fastqc.zip
FastQC	all_sections	SL_4.R2	/home/jpuritz/Oyster_Genome_Project/logfiles/SL_4.R2_fastqc.zip
FastQC	all_sections	SL_5.R1	/home/jpuritz/Oyster_Genome_Project/logfiles/SL_5.R1_fastqc.zip
FastQC	all_sections	SL_5.R2	/home/jpuritz/Oyster_Genome_Project/logfiles/SL_5.R2_fastqc.zip
FastQC	all_sections	SL_6.R1	/home/jpuritz/Oyster_Genome_Project/logfiles/SL_6.R1_fastqc.zip
FastQC	all_sections	SL_6.R2	/home/jpuritz/Oyster_Genome_Project/logfiles/SL_6.R2_fastqc.zip
FastQC	all_sections	SM_10.R1	/home/jpuritz/Oyster_Genome_Project/logfiles/SM_10.R1_fastqc.zip
FastQC	all_sections	SM_10.R2	/home/jpuritz/Oyster_Genome_Project/logfiles/SM_10.R2_fastqc.zip
FastQC	all_sections	SM_11.R1	/home/jpuritz/Oyster_Genome_Project/logfiles/SM_11.R1_fastqc.zip
FastQC	all_sections	SM_11.R2	/home/jpuritz/Oyster_Genome_Project/logfiles/SM_11.R2_fastqc.zip
FastQC	all_sections	SM_12.R1	/home/jpuritz/Oyster_Genome_Project/logfiles/SM_12.R1_fastqc.zip
FastQC	all_sections	SM_12.R2	/home/jpuritz/Oyster_Genome_Project/logfiles/SM_12.R2_fastqc.zip
FastQC	all_sections	SM_7.R1	/home/jpuritz/Oyster_Genome_Project/logfiles/SM_7.R1_fastqc.zip
FastQC	all_sections	SM_7.R2	/home/jpuritz/Oyster_Genome_Project/logfiles/SM_7.R2_fastqc.zip
FastQC	all_sections	SM_8.R1	/home/jpuritz/Oyster_Genome_Project/logfiles/SM_8.R1_fastqc.zip
FastQC	all_sections	SM_8.R2	/home/jpuritz/Oyster_Genome_Project/logfiles/SM_8.R2_fastqc.zip
FastQC	all_sections	SM_9.R1	/home/jpuritz/Oyster_Genome_Project/logfiles/SM_9.R1_fastqc.zip
FastQC	all_sections	SM_9.R2	/home/jpuritz/Oyster_Genome_Project/logfiles/SM_9.R2_fastqc.zip
FastQC	all_sections	UMFS_1.R1	/home/jpuritz/Oyster_Genome_Project/logfiles/UMFS_1.R1_fastqc.zip
FastQC	all_sections	UMFS_1.R2	/home/jpuritz/Oyster_Genome_Project/logfiles/UMFS_1.R2_fastqc.zip
FastQC	all_sections	UMFS_2.R1	/home/jpuritz/Oyster_Genome_Project/logfiles/UMFS_2.R1_fastqc.zip
FastQC	all_sections	UMFS_2.R2	/home/jpuritz/Oyster_Genome_Project/logfiles/UMFS_2.R2_fastqc.zip
FastQC	all_sections	UMFS_3.R1	/home/jpuritz/Oyster_Genome_Project/logfiles/UMFS_3.R1_fastqc.zip
FastQC	all_sections	UMFS_3.R2	/home/jpuritz/Oyster_Genome_Project/logfiles/UMFS_3.R2_fastqc.zip
FastQC	all_sections	UMFS_4.R1	/home/jpuritz/Oyster_Genome_Project/logfiles/UMFS_4.R1_fastqc.zip
FastQC	all_sections	UMFS_4.R2	/home/jpuritz/Oyster_Genome_Project/logfiles/UMFS_4.R2_fastqc.zip
FastQC	all_sections	UMFS_5.R1	/home/jpuritz/Oyster_Genome_Project/logfiles/UMFS_5.R1_fastqc.zip
FastQC	all_sections	UMFS_5.R2	/home/jpuritz/Oyster_Genome_Project/logfiles/UMFS_5.R2_fastqc.zip
FastQC	all_sections	UMFS_6.R1	/home/jpuritz/Oyster_Genome_Project/logfiles/UMFS_6.R1_fastqc.zip
FastQC	all_sections	UMFS_6.R2	/home/jpuritz/Oyster_Genome_Project/logfiles/UMFS_6.R2_fastqc.zip
