CHR,POS1,POS2,N_INDV,R^2
NC_035780.1,17509315,17509815,90,0.000127551
NC_035780.1,17509383,17509883,90,0.0322581
NC_035780.1,17509859,17510359,90,0.0126923
NC_035780.1,17512165,17512665,90,0.00491266
NC_035780.1,17512171,17512671,90,0.000379042
NC_035780.1,17514665,17515165,90,0.098495
NC_035780.1,17516122,17516622,90,0.0126658
NC_035780.1,17516901,17517401,90,0.016403
NC_035780.1,17520848,17521348,90,0.0194626
NC_035780.1,17521633,17522133,90,0.0479823
NC_035780.1,17522777,17523277,90,0.00126985
NC_035780.1,17522847,17523347,90,0.00424591
NC_035780.1,17522978,17523478,90,0.0425825
NC_035780.1,17526088,17526588,90,0.00324617
NC_035780.1,17526460,17526960,90,0.0679073
NC_035780.1,17526588,17527088,90,0.201688
NC_035780.1,17526851,17527351,90,0.112224
NC_035780.1,17526894,17527394,90,0.00827264
NC_035780.1,17527088,17527588,90,0.397994
NC_035780.1,17527468,17527968,90,0.0521236
NC_035780.1,17527864,17528364,90,0.0591787
NC_035780.1,17528348,17528848,90,0.0089926
NC_035780.1,17528429,17528929,90,0.015144
NC_035780.1,17528620,17529120,90,0.0958729
NC_035780.1,17529118,17529618,90,0.0197966
NC_035780.1,17529214,17529714,90,0.0885314
NC_035780.1,17529301,17529801,90,0.574145
NC_035780.1,17529442,17529942,90,0.0424446
NC_035780.1,17529774,17530274,90,0.495077
NC_035780.1,17529942,17530442,90,0.0237945
NC_035780.1,17530105,17530605,90,0.0289781
NC_035780.1,17532359,17532859,90,0.0403609
NC_035780.1,17533456,17533956,90,0.0288603
NC_035780.1,17536150,17536650,90,2.39E-05
NC_035780.1,17536267,17536767,90,0.167047
NC_035780.1,17536652,17537152,90,0.111213
NC_035780.1,17536699,17537199,90,0.0536579
NC_035780.1,17539345,17539845,90,0.00370258
NC_035780.1,17539845,17540345,90,0.000591716
NC_035780.1,17541116,17541616,90,0.422037
NC_035780.1,17543427,17543927,90,0.00664433
NC_035780.1,17543927,17544427,90,0.32113
NC_035780.1,17544449,17544949,90,0.025549
NC_035780.1,17544596,17545096,90,0.00639108
NC_035780.1,17544698,17545198,90,0.0357882
NC_035780.1,17553203,17553703,90,0.0881166
NC_035780.1,17614252,17614752,90,0.348324
NC_035780.1,17614293,17614793,90,0.709683
NC_035780.1,17614357,17614857,90,1.48E-06
NC_035780.1,17624387,17624887,90,0.0945498
NC_035780.1,17624472,17624972,90,0.382813
NC_035780.1,17632161,17632661,90,0.693945
NC_035780.1,17632247,17632747,90,0.8
NC_035780.1,17639919,17640419,90,0.000347755
NC_035780.1,17639940,17640440,90,0.00150015
NC_035780.1,17640363,17640863,90,0.00506444
NC_035780.1,17641328,17641828,90,0.0109931
NC_035780.1,17641787,17642287,90,0.0152081
NC_035780.1,17642184,17642684,90,0.0266876
NC_035780.1,17642560,17643060,90,0.0164063
NC_035780.1,17642869,17643369,90,0.000424053
NC_035780.1,17642937,17643437,90,0.0108257
NC_035780.1,17642959,17643459,90,0.162542
NC_035780.1,17643349,17643849,90,0.0177601
NC_035780.1,17643942,17644442,90,0.00138213
NC_035780.1,17644091,17644591,90,0.0329202
NC_035780.1,17644096,17644596,90,0.0522774
NC_035780.1,17644596,17645096,90,0.646841
NC_035780.1,17644845,17645345,90,0.0149163
NC_035780.1,17647702,17648202,90,0.0384615
NC_035780.1,17648290,17648790,90,0.0831356
NC_035780.1,17650399,17650899,90,0.0663666
NC_035780.1,17650572,17651072,90,0.374297
NC_035780.1,17650575,17651075,90,0.000177264
NC_035780.1,17650675,17651175,90,0.80773
NC_035780.1,17651072,17651572,90,0.00645041
NC_035780.1,17652965,17653465,90,0.0114534
NC_035780.1,17652973,17653473,90,0.0621039
NC_035780.1,17653380,17653880,90,0
NC_035780.1,17654165,17654665,90,0.0324529
NC_035780.1,17654237,17654737,90,0.47012
NC_035780.1,17657782,17658282,90,0.0600451
NC_035780.1,17663007,17663507,90,0.000635526
NC_035780.1,17666897,17667397,90,0.0131363
NC_035780.1,17666904,17667404,90,0.00305026
NC_035780.1,17666976,17667476,90,0.000233945
NC_035780.1,17667472,17667972,90,0.0706093
NC_035780.1,17668565,17669065,90,0.359621
NC_035780.1,17668596,17669096,90,0.00382838
NC_035780.1,17670848,17671348,90,0.209748
NC_035780.1,17687099,17687599,90,0.00341118
NC_035780.1,17687839,17688339,90,0.00199246
NC_035780.1,17687892,17688392,90,0.206525
NC_035780.1,17687986,17688486,90,0.0309591
NC_035780.1,17688112,17688612,90,0.0387192
NC_035780.1,17688190,17688690,90,0.0372318
NC_035780.1,17689493,17689993,90,0.120155
NC_035780.1,17689553,17690053,90,0.0143618
NC_035780.1,17692030,17692530,90,0.212064
NC_035780.1,17692052,17692552,90,0.120478
NC_035780.1,17692335,17692835,90,0.00603794
NC_035780.1,17692342,17692842,90,0.0131234
NC_035780.1,17692380,17692880,90,0.211507
NC_035780.1,17719579,17720079,90,0.0756408
NC_035780.1,17727528,17728028,90,0.0131791
NC_035780.1,17728949,17729449,90,0.0569303
NC_035780.1,17729480,17729980,90,0.868819
NC_035780.1,17733205,17733705,90,0.0355114
NC_035780.1,17733912,17734412,90,0.0674663
NC_035780.1,17734388,17734888,90,0.38344
NC_035780.1,17734438,17734938,90,0.0310831
NC_035780.1,17734888,17735388,90,0.0331777
NC_035780.1,17735589,17736089,90,0.0649351
NC_035780.1,17736374,17736874,90,0.0634355
NC_035780.1,17737672,17738172,90,0.103426
NC_035780.1,17740221,17740721,90,0.0328345
NC_035780.1,17740225,17740725,90,0.0114431
NC_035780.1,17741267,17741767,90,0.000129264
NC_035780.1,17741331,17741831,90,0.00127562
NC_035780.1,17741424,17741924,90,0.00231401
NC_035780.1,17741432,17741932,90,0.000763074
NC_035780.1,17741862,17742362,90,0.0136988
NC_035780.1,17741920,17742420,90,0.000814776
NC_035780.1,17742105,17742605,90,0.0315657
NC_035780.1,17742942,17743442,90,0.0347651
NC_035780.1,17743556,17744056,90,0.0929674
NC_035780.1,17743676,17744176,90,0.101506
NC_035780.1,17744584,17745084,90,0.00554695
NC_035780.1,17744587,17745087,90,0.00554865
NC_035780.1,17744599,17745099,90,9.89E-06
NC_035780.1,17745084,17745584,90,0.0401512
NC_035780.1,17745240,17745740,90,0.002
NC_035780.1,17745635,17746135,90,0.0343901
NC_035780.1,17746248,17746748,90,0.0384615
NC_035780.1,17747487,17747987,90,0.0200418
NC_035780.1,17747598,17748098,90,0.0154508
NC_035780.1,17747882,17748382,90,0.299184
NC_035780.1,17748186,17748686,90,0.00280048
NC_035780.1,17748224,17748724,90,0.0140813
NC_035780.1,17748266,17748766,90,0.0209339
NC_035780.1,17748333,17748833,90,0.0198237
NC_035780.1,17748767,17749267,90,0.00274299
NC_035780.1,17748887,17749387,90,0.110137
NC_035780.1,17748911,17749411,90,0.0573866
NC_035780.1,17821466,17821966,90,0.173366
NC_035780.1,17823893,17824393,90,0.48404
NC_035780.1,17826190,17826690,90,0.0323689
NC_035780.1,17826199,17826699,90,0.516863
NC_035780.1,17826311,17826811,90,0.0162555
NC_035780.1,17833714,17834214,90,0.0579003
NC_035780.1,17833773,17834273,90,0.000575374
NC_035780.1,17834273,17834773,90,0.00270539
NC_035780.1,17836897,17837397,90,0.0148045
NC_035780.1,17836914,17837414,90,0.0124026
NC_035780.1,17838456,17838956,90,0.00207254
NC_035780.1,17839915,17840415,90,0.00440447
NC_035780.1,17840080,17840580,90,0.0399397
NC_035780.1,17841087,17841587,90,0.040568
NC_035780.1,17849428,17849928,90,0.158824
NC_035780.1,17849477,17849977,90,0.0575429
NC_035780.1,17849488,17849988,90,0.0165693
NC_035780.1,17852097,17852597,90,0.101896
NC_035780.1,17860586,17861086,90,0.077969
NC_035780.1,17863135,17863635,90,0.0624447
NC_035780.1,17864356,17864856,90,0.0627642
NC_035780.1,17864408,17864908,90,0.420146
NC_035780.1,17866571,17867071,90,0.304207
NC_035780.1,17872985,17873485,90,0.0137429
NC_035780.1,18857411,18857911,90,0.0442248
NC_035780.1,18857477,18857977,90,0.00418422
NC_035780.1,18859400,18859900,90,0.279032
NC_035780.1,18862490,18862990,90,0.00412616
NC_035780.1,18862770,18863270,90,0.00195456
NC_035780.1,18862838,18863338,90,0.0144981
NC_035780.1,18867174,18867674,90,0.0529289
NC_035780.1,18868139,18868639,90,0.066722
NC_035780.1,18871641,18872141,90,0.0413259
NC_035780.1,18871664,18872164,90,0.0126044
NC_035780.1,18871710,18872210,90,0.00715172
NC_035780.1,18872065,18872565,90,2.44E-05
NC_035780.1,18872880,18873380,90,5.36E-05
NC_035780.1,18875848,18876348,90,0.00424647
NC_035780.1,18882804,18883304,90,0.0242797
NC_035780.1,18884725,18885225,90,0.634794
NC_035780.1,18884783,18885283,90,0.114203
NC_035780.1,18884811,18885311,90,4.11E-05
NC_035780.1,18885225,18885725,90,0.000995381
NC_035780.1,18885270,18885770,90,0.00380009
NC_035780.1,18885576,18886076,90,0.0501158
NC_035780.1,18886197,18886697,90,0.0161971
NC_035780.1,18886251,18886751,90,0.0426975
NC_035780.1,18886357,18886857,90,0.739503
NC_035780.1,18888595,18889095,90,0.0177458
NC_035780.1,18962612,18963112,90,0.00327505
NC_035780.1,18966286,18966786,90,0.00500991
NC_035780.1,18967935,18968435,90,0.00300752
NC_035780.1,19314183,19314683,90,0.0261623
NC_035780.1,19314760,19315260,90,0.150776
NC_035780.1,19314775,19315275,90,0.100703
NC_035780.1,19315668,19316168,90,0.102056
NC_035780.1,19316016,19316516,90,0.103322
NC_035780.1,19316024,19316524,90,0.00281537
NC_035780.1,19316146,19316646,90,0.0340353
NC_035780.1,19316965,19317465,90,0.0212482
NC_035780.1,19317053,19317553,90,0.0279864
NC_035780.1,19317089,19317589,90,0.0153328
NC_035780.1,19317213,19317713,90,0.00339674
NC_035780.1,19317595,19318095,90,0.0155092
NC_035780.1,19318605,19319105,90,0.210898
NC_035780.1,19318968,19319468,90,0.866441
NC_035780.1,19318976,19319476,90,0.0716197
NC_035780.1,19318997,19319497,90,0.00987492
NC_035780.1,19319017,19319517,90,0.0278569
NC_035780.1,19319485,19319985,90,0.0828888
NC_035780.1,19319882,19320382,90,0.0187131
NC_035780.1,19319987,19320487,90,0.00422297
NC_035780.1,19320869,19321369,90,0.461194
NC_035780.1,19321167,19321667,90,0.114655
NC_035780.1,19322202,19322702,90,0.0102785
NC_035780.1,19324282,19324782,90,0.440411
NC_035780.1,19324357,19324857,90,0.00308634
NC_035780.1,19324383,19324883,90,0.0129792
NC_035780.1,19324389,19324889,90,0.00344382
NC_035780.1,19330519,19331019,90,0.143996
NC_035780.1,19336619,19337119,90,0.717941
NC_035780.1,19336821,19337321,90,0.0162076
NC_035780.1,19340994,19341494,90,0.00570415
NC_035780.1,19341776,19342276,90,0.0675026
NC_035780.1,19342269,19342769,90,0.029347
NC_035780.1,19345512,19346012,90,0.0222214
NC_035780.1,19362112,19362612,90,0.0350346
NC_035780.1,19362598,19363098,90,0.0126195
NC_035780.1,19365882,19366382,90,0.054813
NC_035780.1,19366676,19367176,90,0.081262
NC_035780.1,19367241,19367741,90,0.0289941
NC_035780.1,19367292,19367792,90,0.0209555
NC_035780.1,19367782,19368282,90,0.0715421
NC_035780.1,19367790,19368290,90,0.120006
NC_035780.1,19368311,19368811,90,0.875776
NC_035780.1,19368341,19368841,90,0.0174443
NC_035780.1,19368763,19369263,90,0.0306646
NC_035780.1,19368807,19369307,90,0.0591889
NC_035780.1,19368916,19369416,90,0.0383003
NC_035780.1,19370320,19370820,90,0.620512
NC_035780.1,19371062,19371562,90,0.018467
NC_035780.1,19374654,19375154,90,0.206722
NC_035780.1,19376344,19376844,90,0.00604533
NC_035780.1,19376465,19376965,90,1
NC_035780.1,19388197,19388697,90,0.0146282
NC_035780.1,19388238,19388738,90,0.0315027
NC_035780.1,19392551,19393051,90,0.00840977
NC_035780.1,19392572,19393072,90,0.00661981
NC_035780.1,19392652,19393152,90,0.0231474
NC_035780.1,19392709,19393209,90,0.0345488
NC_035780.1,19393167,19393667,90,0.00237812
NC_035780.1,19394609,19395109,90,0.0160631
NC_035780.1,19396067,19396567,90,1
NC_035780.1,19397553,19398053,90,0.151718
NC_035780.1,19397643,19398143,90,0.423471
NC_035780.1,19401119,19401619,90,0.134147
NC_035780.1,19401321,19401821,90,0.0416005
NC_035780.1,19401709,19402209,90,0.000433839
NC_035780.1,19404971,19405471,90,0.593285
NC_035780.1,19405298,19405798,90,7.67E-05
NC_035780.1,19405299,19405799,90,0.65516
NC_035780.1,19405576,19406076,90,0.566736
NC_035780.1,19406684,19407184,90,0.0861893
NC_035780.1,19407078,19407578,90,0.00698758
NC_035780.1,19407123,19407623,90,0.00740041
NC_035780.1,19416731,19417231,90,0.0668081
NC_035780.1,19416733,19417233,90,0.0147382
NC_035780.1,19417013,19417513,90,0.035044
NC_035780.1,19420447,19420947,90,0.0100907
NC_035780.1,19422685,19423185,90,0.0542359
NC_035780.1,19424681,19425181,90,0.0104916
NC_035780.1,19424829,19425329,90,0
NC_035780.1,19425153,19425653,90,0.086001
NC_035780.1,19425961,19426461,90,0.00498124
NC_035780.1,19426306,19426806,90,0.151659
NC_035780.1,19426392,19426892,90,0.00481902
NC_035780.1,19426701,19427201,90,0.0475505
NC_035780.1,19427827,19428327,90,0.0619578
NC_035780.1,19429003,19429503,90,1
NC_035780.1,19429195,19429695,90,0.0305989
NC_035780.1,19429657,19430157,90,0.862843
NC_035780.1,19429978,19430478,90,0.0086001
NC_035780.1,19430005,19430505,90,0.298614
NC_035780.1,19430486,19430986,90,0.298904
NC_035780.1,19430495,19430995,90,0.889379
NC_035780.1,19433119,19433619,90,0.0813404
NC_035780.1,19433240,19433740,90,1
NC_035780.1,19433733,19434233,90,1
NC_035780.1,19434017,19434517,90,0.0286466
NC_035780.1,19434311,19434811,90,0.0152076
NC_035780.1,19434349,19434849,90,0.0164474
NC_035780.1,19435587,19436087,90,0.0352038
NC_035780.1,19435619,19436119,90,0.0742249
NC_035780.1,19436349,19436849,90,0.000238892
NC_035780.1,19436982,19437482,90,0.941484
NC_035780.1,19438694,19439194,90,0.0773615
NC_035780.1,19440026,19440526,90,1
NC_035780.1,19442068,19442568,90,0.425134
NC_035780.1,19442184,19442684,90,0.078218
NC_035780.1,19442389,19442889,90,0.0419149
NC_035780.1,19448236,19448736,90,0.200189
NC_035780.1,19448473,19448973,90,0.0446857
NC_035780.1,19450000,19450500,90,0.0274359
NC_035780.1,19454049,19454549,90,0.00943777
NC_035780.1,19454050,19454550,90,0.566736
NC_035780.1,19454079,19454579,90,0.0143442
NC_035780.1,19454090,19454590,90,0.000258072
NC_035780.1,19454384,19454884,90,0.679935
NC_035780.1,19457300,19457800,90,0.0501641
NC_035780.1,19457774,19458274,90,0.00166834
NC_035780.1,19457816,19458316,90,0.0183019
NC_035780.1,19458316,19458816,90,0.419207
NC_035780.1,19458366,19458866,90,0.0197727
NC_035780.1,19458569,19459069,90,0.00880749
NC_035780.1,19462936,19463436,90,0.0171224
NC_035780.1,19465900,19466400,90,0.0580685
NC_035780.1,19465985,19466485,90,0.0132888
NC_035780.1,19466018,19466518,90,0.00698758
NC_035780.1,19466369,19466869,90,0.0731009
NC_035780.1,19466479,19466979,90,0.00383263
NC_035780.1,19467248,19467748,90,0.546854
NC_035780.1,19468003,19468503,90,0.000135227
NC_035780.1,19468503,19469003,90,0.00828157
NC_035780.1,19468561,19469061,90,0.0641062
NC_035780.1,19468570,19469070,90,0.439232
NC_035780.1,19468652,19469152,90,0.189501
NC_035780.1,19470589,19471089,90,0.0275862
NC_035780.1,19470841,19471341,90,0.0100907
NC_035780.1,19471525,19472025,90,1
NC_035780.1,19471594,19472094,90,0.00124224
NC_035780.1,19475170,19475670,90,0.640639
NC_035780.1,19477348,19477848,90,0.00490917
NC_035780.1,19477412,19477912,90,0.889379
NC_035780.1,19478881,19479381,90,0.030504
NC_035780.1,19479560,19480060,90,0.243558
NC_035780.1,19480044,19480544,90,0.134648
NC_035780.1,19480704,19481204,90,0.0131579
NC_035780.1,19480725,19481225,90,0.00891266
NC_035780.1,19486694,19487194,90,0.0399916
NC_035780.1,19489141,19489641,90,0.016835
NC_035780.1,19493751,19494251,90,0.0090709
NC_035780.1,19496414,19496914,90,0.0366098
NC_035780.1,19504316,19504816,90,0.00140224
NC_035780.1,19506278,19506778,90,0.533191
NC_035780.1,19506545,19507045,90,0.360958
NC_035780.1,19508816,19509316,90,0.0729007
NC_035780.1,19510152,19510652,90,0.234904
NC_035780.1,19510665,19511165,90,0.0245334
NC_035780.1,19510766,19511266,90,0.0372802
NC_035780.1,19510837,19511337,90,0.429578
NC_035780.1,19511662,19512162,90,0.0173881
NC_035780.1,19512179,19512679,90,0.0921831
NC_035780.1,19512717,19513217,90,0.174047
NC_035780.1,19513154,19513654,90,0.0206507
NC_035780.1,19513157,19513657,90,0.0163628
NC_035780.1,19513743,19514243,90,0.0322893
NC_035780.1,19514109,19514609,90,0.0669536
NC_035780.1,19514243,19514743,90,0.885085
NC_035780.1,19514445,19514945,90,0.0206344
NC_035780.1,19515249,19515749,90,0.762555
NC_035780.1,19515917,19516417,90,0.0220479
NC_035780.1,19518593,19519093,90,0.0810185
NC_035780.1,19519614,19520114,90,0.0017026
NC_035780.1,19521089,19521589,90,0.00963804
NC_035780.1,19522452,19522952,90,0.00850611
NC_035780.1,19523559,19524059,90,0.376228
NC_035780.1,19524015,19524515,90,0.636151
NC_035780.1,19524018,19524518,90,0.479701
NC_035780.1,19524172,19524672,90,0.0277763
NC_035780.1,19524238,19524738,90,0.0274359
NC_035780.1,19524735,19525235,90,0.0932166
NC_035780.1,19525324,19525824,90,0.438177
NC_035780.1,19529428,19529928,90,0.000161124
NC_035780.1,19530002,19530502,90,0.0173498
NC_035780.1,19530424,19530924,90,0.0814289
NC_035780.1,19530440,19530940,90,0.0514359
NC_035780.1,19530799,19531299,90,0.0194967
NC_035780.1,19532824,19533324,90,0.0121145
NC_035780.1,19532967,19533467,90,0.0595544
NC_035780.1,19533022,19533522,90,0.311956
NC_035780.1,19533710,19534210,90,0.182857
NC_035780.1,19533769,19534269,90,0.000363069
NC_035780.1,19535495,19535995,90,1.81E-05
NC_035780.1,19535892,19536392,90,0.0324559
NC_035780.1,19536087,19536587,90,0.00908543
NC_035780.1,19536587,19537087,90,0.00116504
NC_035780.1,19539210,19539710,90,0.0254106
NC_035780.1,19539373,19539873,90,0.00842032
NC_035780.1,19539681,19540181,90,0.0700419
NC_035780.1,19540079,19540579,90,0.075792
NC_035780.1,19545935,19546435,90,0.000499287
NC_035780.1,19548361,19548861,90,0.0182349
NC_035780.1,19548451,19548951,90,0.380435
NC_035780.1,19550119,19550619,90,0.875776
NC_035780.1,19550348,19550848,90,0.00570415
NC_035780.1,19550488,19550988,90,0.00963804
NC_035780.1,19550862,19551362,90,0.875776
NC_035780.1,19551722,19552222,90,0.0417036
NC_035780.1,19682855,19683355,90,0.309297
NC_035780.1,19684679,19685179,90,0.000703923
NC_035780.1,19685123,19685623,90,0.0415662
NC_035780.1,19685602,19686102,90,0.0519574
NC_035780.1,19686632,19687132,90,0.00238875
NC_035780.1,19686713,19687213,90,0.349646
NC_035780.1,19687213,19687713,90,0.0193562
NC_035780.1,19687828,19688328,90,0.000388199
NC_035780.1,19688008,19688508,90,0.0947308
NC_035780.1,19689898,19690398,90,0.0915406
NC_035780.1,19689904,19690404,90,0.0138059
NC_035780.1,19691917,19692417,90,0.446509
NC_035780.1,19693489,19693989,90,0.0166711
NC_035780.1,19693542,19694042,90,0.0197436
NC_035780.1,19698649,19699149,90,0.0104916
NC_035780.1,19699750,19700250,90,0.177068
NC_035780.1,19699843,19700343,90,0.616042
NC_035780.1,19701636,19702136,90,0.0648051
NC_035780.1,19703150,19703650,90,4.73E-05
NC_035780.1,19703205,19703705,90,0.0627711
NC_035780.1,19707405,19707905,90,0.02043
NC_035780.1,19707541,19708041,90,0.0456336
NC_035780.1,19707542,19708042,90,0.00374981
NC_035780.1,19708782,19709282,90,0.00220103
NC_035780.1,19708883,19709383,90,0.00394696
NC_035780.1,19709578,19710078,90,0.0336199
NC_035780.1,19709982,19710482,90,0.0344642
NC_035780.1,19711572,19712072,90,1
NC_035780.1,19711809,19712309,90,0.0402875
NC_035780.1,19712916,19713416,90,0.00621118
NC_035780.1,19715414,19715914,90,0.110585
NC_035780.1,19716743,19717243,90,0.147763
NC_035780.1,19719267,19719767,90,0.0356627
NC_035780.1,19719369,19719869,90,0.0301514
NC_035780.1,19719371,19719871,90,0.13886
NC_035780.1,19719568,19720068,90,0.00563492
NC_035780.1,19721003,19721503,90,0.0104916
NC_035780.1,19722800,19723300,90,0.0165631
NC_035780.1,19725163,19725663,90,0.0739527
NC_035780.1,19725631,19726131,90,0.0086001
NC_035780.1,19725967,19726467,90,0.0543921
NC_035780.1,19727990,19728490,90,0.0659883
NC_035780.1,19728445,19728945,90,0.0401227
NC_035780.1,19728505,19729005,90,0.291717
NC_035780.1,19728510,19729010,90,0.00291736
NC_035780.1,19728959,19729459,90,0.0640068
NC_035780.1,19728975,19729475,90,0.00310259
NC_035780.1,19729433,19729933,90,7.23E-05
NC_035780.1,19729486,19729986,90,0.0229072
NC_035780.1,19730597,19731097,90,0.00173611
NC_035780.1,19731211,19731711,90,0.248395
NC_035780.1,19733749,19734249,90,0.0139055
NC_035780.1,19733957,19734457,90,0.0372022
NC_035780.1,19736919,19737419,90,0.240537
NC_035780.1,19739085,19739585,90,0.0555025
NC_035780.1,19740495,19740995,90,0.25134
NC_035780.1,19742471,19742971,90,0.00120806
NC_035780.1,19744501,19745001,90,0.218036
NC_035780.1,19746650,19747150,90,1
NC_035780.1,19746883,19747383,90,0.016107
NC_035780.1,19748260,19748760,90,0.0122709
NC_035780.1,19748714,19749214,90,0.106671
NC_035780.1,19749031,19749531,90,0.00646467
NC_035780.1,19749496,19749996,90,0.941484
NC_035780.1,19749647,19750147,90,0.0149593
NC_035780.1,19749875,19750375,90,0.0194967
NC_035780.1,19750635,19751135,90,0.00242388
NC_035780.1,19753486,19753986,90,0.823068
NC_035780.1,19753588,19754088,90,8.22E-05
NC_035780.1,19754462,19754962,90,0.950311
NC_035780.1,19763770,19764270,90,0.00177462
NC_035780.1,19763839,19764339,90,0.0197727
NC_035780.1,19764529,19765029,90,0.00498124
NC_035780.1,19765834,19766334,90,0.247614
NC_035780.1,19765921,19766421,90,0.00975356
NC_035780.1,19766069,19766569,90,0.0504161
NC_035780.1,19766877,19767377,90,0.0728341
NC_035780.1,19767115,19767615,90,0.449841
NC_035780.1,19767424,19767924,90,0.351451
NC_035780.1,19767431,19767931,90,0.0486135
NC_035780.1,19767599,19768099,90,0.00621118
NC_035780.1,19769976,19770476,90,0.0578753
NC_035780.1,19770011,19770511,90,1
NC_035780.1,19771030,19771530,90,0.0398052
NC_035780.1,19773432,19773932,90,0.303232
NC_035780.1,19773840,19774340,90,0.161979
NC_035780.1,19773905,19774405,90,0.0209143
NC_035780.1,19773998,19774498,90,0.823068
NC_035780.1,19774405,19774905,90,0.528885
NC_035780.1,19774409,19774909,90,0.214757
NC_035780.1,19774823,19775323,90,0.0449438
NC_035780.1,19774905,19775405,90,0.242979
NC_035780.1,19776925,19777425,90,1
NC_035780.1,19777435,19777935,90,0.00698758
NC_035780.1,19777527,19778027,90,0.875776
NC_035780.1,19778074,19778574,90,0.875776
NC_035780.1,19778199,19778699,90,1
NC_035780.1,19792726,19793226,90,0.0194855
NC_035780.1,19792747,19793247,90,0.000200361
NC_035780.1,19793001,19793501,90,0.0306147
NC_035780.1,19794676,19795176,90,0.116261
NC_035780.1,19794804,19795304,90,0.0152768
NC_035780.1,19794843,19795343,90,0.969492
NC_035780.1,19796332,19796832,90,0.127677
NC_035780.1,19796452,19796952,90,0.941484
NC_035780.1,19797634,19798134,90,7.67E-05
NC_035780.1,19799218,19799718,90,0.194529
NC_035780.1,19800161,19800661,90,0.00654444
NC_035780.1,19800488,19800988,90,0.0668081
NC_035780.1,19800988,19801488,90,0.00580916
NC_035780.1,19803822,19804322,90,0.0214691
NC_035780.1,19806421,19806921,90,0.00586243
NC_035780.1,19808169,19808669,90,0.0111801
NC_035780.1,19809230,19809730,90,0.027852
NC_035780.1,19812471,19812971,90,0.0385793
NC_035780.1,19817383,19817883,90,0.640639
NC_035780.1,19817433,19817933,90,0.00698758
NC_035780.1,19817459,19817959,90,0.0123187
NC_035780.1,19817774,19818274,90,0.016579
NC_035780.1,19818447,19818947,90,1
NC_035780.1,19818635,19819135,90,0.00881297
NC_035780.1,19819140,19819640,90,0.0248033
NC_035780.1,19819211,19819711,90,0.0300291
NC_035780.1,19819917,19820417,90,0.178761
NC_035780.1,19820710,19821210,90,0.0222222
NC_035780.1,19820934,19821434,90,0.0023634
NC_035780.1,19821206,19821706,90,0.113477
NC_035780.1,19821688,19822188,90,0.00105523
NC_035780.1,19823874,19824374,90,0.889379
NC_035780.1,19825752,19826252,90,0.0641062
NC_035780.1,19825997,19826497,90,0.00498124
NC_035780.1,19826263,19826763,90,0.000357143
NC_035780.1,19830059,19830559,90,0.0513323
NC_035780.1,19830093,19830593,90,0.0424553
NC_035780.1,19830100,19830600,90,0.0754077
NC_035780.1,19831141,19831641,90,0.0248717
NC_035780.1,19831560,19832060,90,0.709686
NC_035780.1,19831562,19832062,90,0.0318247
NC_035780.1,19831979,19832479,90,0.0133763
NC_035780.1,19832003,19832503,90,0.800636
NC_035780.1,19832095,19832595,90,0.086164
NC_035780.1,19833110,19833610,90,0.0191898
NC_035780.1,19834172,19834672,90,0.0123476
NC_035780.1,19834875,19835375,90,0.0704778
NC_035780.1,19834934,19835434,90,0.0816084
NC_035780.1,19835122,19835622,90,0.0153364
NC_035780.1,19840188,19840688,90,0.157478
NC_035780.1,19844167,19844667,90,0.0203275
NC_035780.1,19845749,19846249,90,0.889379
NC_035780.1,19849136,19849636,90,0.0124434
NC_035780.1,19849182,19849682,90,0.0104916
NC_035780.1,19849188,19849688,90,0.0172642
NC_035780.1,19852171,19852671,90,0.0144416
NC_035780.1,19856444,19856944,90,0.00361672
NC_035780.1,19857501,19858001,90,0.298137
NC_035780.1,19860592,19861092,90,1
NC_035780.1,19862153,19862653,90,0.0171282
NC_035780.1,19866621,19867121,90,0.107527
NC_035780.1,19866727,19867227,90,0.0676407
NC_035780.1,19866894,19867394,90,0.552944
NC_035780.1,19867100,19867600,90,0.00846979
NC_035780.1,19867231,19867731,90,0.0271354
NC_035780.1,19867596,19868096,90,0.216899
NC_035780.1,19870817,19871317,90,0.00698758
NC_035780.1,19871366,19871866,90,1
NC_035780.1,19871426,19871926,90,0.0173881
NC_035780.1,19875793,19876293,90,0.0326097
NC_035780.1,19876043,19876543,90,0.132543
NC_035780.1,19876069,19876569,90,0.215662
NC_035780.1,19884084,19884584,90,0.00481902
NC_035780.1,19884394,19884894,90,0.0161738
NC_035780.1,19885090,19885590,90,0.27223
NC_035780.1,19885718,19886218,90,0.0302182
NC_035780.1,19885740,19886240,90,0.060619
NC_035780.1,19886240,19886740,90,0.0118081
NC_035780.1,19886247,19886747,90,0.0413534
NC_035780.1,19887672,19888172,90,0.0449446
NC_035780.1,19888169,19888669,90,9.36E-05
NC_035780.1,19889114,19889614,90,0.023046
NC_035780.1,19889405,19889905,90,0.529412
NC_035780.1,19889409,19889909,90,0.442399
NC_035780.1,19889435,19889935,90,0.0240253
NC_035780.1,19890239,19890739,90,0.330725
NC_035780.1,19895005,19895505,90,0.0831313
NC_035780.1,19895127,19895627,90,0.187204
NC_035780.1,19895320,19895820,90,0.00778363
NC_035780.1,19897532,19898032,90,0.0685506
NC_035780.1,19898079,19898579,90,0.00124688
NC_035780.1,19898153,19898653,90,1
NC_035780.1,19898329,19898829,90,0.222323
