CHR,POS1,POS2,N_INDV,R^2
NC_035780.1,29890471,29895471,90,0.05192
NC_035780.1,29891485,29896485,90,0.00118179
NC_035780.1,29896780,29901780,90,0.00923234
NC_035780.1,29897712,29902712,90,0.0235152
NC_035780.1,29899991,29904991,90,0.0551859
NC_035780.1,29900045,29905045,90,0.07503
NC_035780.1,29901604,29906604,90,0.000213465
NC_035780.1,29902255,29907255,90,0.0273538
NC_035780.1,29902731,29907731,90,0.0366996
NC_035780.1,29903148,29908148,90,0.0163274
NC_035780.1,29903165,29908165,90,0.0024481
NC_035780.1,29903169,29908169,90,0.000235272
NC_035780.1,29903267,29908267,90,1.81E-29
NC_035780.1,29903276,29908276,90,0.0721952
NC_035780.1,29905289,29910289,90,0.0159589
NC_035780.1,29905927,29910927,90,0.00477989
NC_035780.1,29906380,29911380,90,0.0174051
NC_035780.1,29907346,29912346,90,0.0383421
NC_035780.1,29908099,29913099,90,3.04E-05
NC_035780.1,29908201,29913201,90,0.00742464
NC_035780.1,29911186,29916186,90,0.00287844
NC_035780.1,29911488,29916488,90,0.00536692
NC_035780.1,29911835,29916835,90,0.116887
NC_035780.1,29911980,29916980,90,0.0172394
NC_035780.1,29913133,29918133,90,0.00339559
NC_035780.1,29913576,29918576,90,0.000253823
NC_035780.1,29913748,29918748,90,0.0129559
NC_035780.1,29915613,29920613,90,0.00534984
NC_035780.1,29916977,29921977,90,0.0867403
NC_035780.1,29919006,29924006,90,0.0111667
NC_035780.1,29920054,29925054,90,0.0162817
NC_035780.1,29920539,29925539,90,8.42E-06
NC_035780.1,29922387,29927387,90,0.000906703
NC_035780.1,29922419,29927419,90,0.0285049
NC_035780.1,29923645,29928645,90,0.0398698
NC_035780.1,29924520,29929520,90,0.0207398
NC_035780.1,29924551,29929551,90,0.0283184
NC_035780.1,29925334,29930334,90,0.209064
NC_035780.1,29926988,29931988,90,0.548656
NC_035780.1,29927803,29932803,90,0.00129889
NC_035780.1,29931384,29936384,90,0.150697
NC_035780.1,29936554,29941554,90,0.243366
NC_035780.1,29936711,29941711,90,0.0128164
NC_035780.1,29937641,29942641,90,0.0430906
NC_035780.1,29942745,29947745,90,0.000449777
NC_035780.1,29947745,29952745,90,0.0124256
NC_035780.1,29953601,29958601,90,0.00819062
NC_035780.1,29959733,29964733,90,0.00578035
NC_035780.1,29965272,29970272,90,0.0041908
NC_035780.1,29967940,29972940,90,0.00673401
NC_035780.1,29968585,29973585,90,0.0381307
NC_035780.1,29968722,29973722,90,0.00492501
NC_035780.1,29968740,29973740,90,0.00943561
NC_035780.1,29970879,29975879,90,0.00528985
NC_035780.1,29972512,29977512,90,3.75E-05
NC_035780.1,29972543,29977543,90,0.000173813
NC_035780.1,29973540,29978540,90,0.024007
NC_035780.1,29974035,29979035,90,0.0542763
NC_035780.1,29975724,29980724,90,0.00843109
NC_035780.1,29979596,29984596,90,3.93E-05
NC_035780.1,29984546,29989546,90,6.16E-05
NC_035780.1,29984570,29989570,90,0.0496806
NC_035780.1,30055896,30060896,90,0.00484489
NC_035780.1,30057850,30062850,90,0.00025249
NC_035780.1,30057851,30062851,90,0.00883711
NC_035780.1,30057999,30062999,90,0.0301339
NC_035780.1,30058370,30063370,90,0.00213748
NC_035780.1,30059361,30064361,90,0.0280136
NC_035780.1,30060671,30065671,90,0.0319018
NC_035780.1,30061199,30066199,90,0.0147365
NC_035780.1,30061514,30066514,90,0.0590368
NC_035780.1,30062860,30067860,90,0.00172973
NC_035780.1,30063175,30068175,90,0.0626266
NC_035780.1,30063190,30068190,90,0.0153636
NC_035780.1,30063462,30068462,90,0.00622516
NC_035780.1,30064964,30069964,90,0.00307309
NC_035780.1,30066012,30071012,90,0.411043
NC_035780.1,30068342,30073342,90,0.00579454
NC_035780.1,30069859,30074859,90,0.00023855
NC_035780.1,30069957,30074957,90,0.133931
NC_035780.1,30069966,30074966,90,0.0313489
NC_035780.1,30070975,30075975,90,0.00823812
NC_035780.1,30072311,30077311,90,0.00730432
NC_035780.1,30072392,30077392,90,0.00502206
NC_035780.1,30077664,30082664,90,0.0098531
NC_035780.1,30079212,30084212,90,0.00394722
NC_035780.1,30079255,30084255,90,0.00967124
NC_035780.1,30092381,30097381,90,0.00586104
NC_035780.1,30093362,30098362,90,0.0172317
NC_035780.1,30094674,30099674,90,0.0136437
NC_035780.1,30095309,30100309,90,0.103376
NC_035780.1,30097319,30102319,90,0.00169515
NC_035780.1,30101636,30106636,90,0.00346886
NC_035780.1,30102186,30107186,90,0.433927
NC_035780.1,30102905,30107905,90,0.00133079
NC_035780.1,30103588,30108588,90,0.000809751
NC_035780.1,30104128,30109128,90,0.0761349
NC_035780.1,30105099,30110099,90,0.0123163
NC_035780.1,30105671,30110671,90,0.000901442
NC_035780.1,30105970,30110970,90,0.0032818
NC_035780.1,30106205,30111205,90,0.000482484
NC_035780.1,30110016,30115016,90,0.0533196
NC_035780.1,30110028,30115028,90,0.0649867
NC_035780.1,30110983,30115983,90,0.101517
NC_035780.1,30111249,30116249,90,0.0187994
NC_035780.1,30119396,30124396,90,0.0158999
NC_035780.1,30119651,30124651,90,0.0215146
NC_035780.1,30124459,30129459,90,0.0220432
NC_035780.1,30125544,30130544,90,0.0052417
NC_035780.1,30125927,30130927,90,0.481616
NC_035780.1,30126815,30131815,90,0.0301216
NC_035780.1,30127396,30132396,90,0.122819
NC_035780.1,30139426,30144426,90,0.0465995
NC_035780.1,30142948,30147948,90,0.0148515
NC_035780.1,30142953,30147953,90,0.00579141
NC_035780.1,30146182,30151182,90,0.00673173
NC_035780.1,30150757,30155757,90,0.0376221
NC_035780.1,30151885,30156885,90,0.0147347
NC_035780.1,30152260,30157260,90,0.014562
NC_035780.1,30152514,30157514,90,0.00863944
NC_035780.1,30157004,30162004,90,0.00678517
NC_035780.1,30157322,30162322,90,0.0301003
NC_035780.1,30157514,30162514,90,0.0340795
NC_035780.1,30157547,30162547,90,0.0118668
NC_035780.1,30170115,30175115,90,0.759174
NC_035780.1,30170164,30175164,90,0.0300481
NC_035780.1,30170446,30175446,90,0.0101044
NC_035780.1,30175055,30180055,90,0.000360068
NC_035780.1,30175067,30180067,90,0.139593
NC_035780.1,30183648,30188648,90,0.03444
NC_035780.1,30183922,30188922,90,0.106097
NC_035780.1,30184938,30189938,90,0.00765898
NC_035780.1,30185850,30190850,90,0.0113832
NC_035780.1,30186112,30191112,90,0.0157848
NC_035780.1,30186704,30191704,90,0.047619
NC_035780.1,30186871,30191871,90,0.0345314
NC_035780.1,30188454,30193454,90,0.0103209
NC_035780.1,30188629,30193629,90,0.00827621
NC_035780.1,30190225,30195225,90,0.0108359
NC_035780.1,30192418,30197418,90,0.003374
NC_035780.1,30192420,30197420,90,0.0393891
NC_035780.1,30192426,30197426,90,0.00938369
NC_035780.1,30192623,30197623,90,0.00127258
NC_035780.1,30193086,30198086,90,0.0134169
NC_035780.1,30193146,30198146,90,0.0198732
NC_035780.1,30193682,30198682,90,0.0120301
NC_035780.1,30198083,30203083,90,0.017103
NC_035780.1,30209823,30214823,90,0.0781057
NC_035780.1,30223813,30228813,90,9.27E-05
NC_035780.1,30226024,30231024,90,0.015984
NC_035780.1,30226192,30231192,90,0.0313672
NC_035780.1,30226273,30231273,90,0.00283163
NC_035780.1,30226774,30231774,90,0.000418657
NC_035780.1,30227134,30232134,90,0.0187575
NC_035780.1,30227149,30232149,90,4.89E-05
NC_035780.1,30228802,30233802,90,0.0974909
NC_035780.1,30228815,30233815,90,0.00309124
NC_035780.1,30231024,30236024,90,0.0217366
NC_035780.1,30231400,30236400,90,0.0362741
NC_035780.1,30231847,30236847,90,0.0593939
NC_035780.1,30233783,30238783,90,0.017035
NC_035780.1,30234209,30239209,90,0.0887192
NC_035780.1,30234349,30239349,90,0.013621
NC_035780.1,30252798,30257798,90,0.0942061
NC_035780.1,30256903,30261903,90,0.0431034
NC_035780.1,30257239,30262239,90,0.00165362
NC_035780.1,30261356,30266356,90,0.00408963
NC_035780.1,30261421,30266421,90,0.00511019
NC_035780.1,30262761,30267761,90,0.088932
NC_035780.1,30263454,30268454,90,0.0756103
NC_035780.1,30264396,30269396,90,6.86E-05
NC_035780.1,30265824,30270824,90,0.000664452
NC_035780.1,30270771,30275771,90,0.136043
NC_035780.1,30273667,30278667,90,0.0236853
NC_035780.1,30273837,30278837,90,0.00829814
NC_035780.1,30277871,30282871,90,0.00990568
NC_035780.1,30278206,30283206,90,0.0669719
NC_035780.1,30279330,30284330,90,0.0146321
NC_035780.1,30279415,30284415,90,0.100742
NC_035780.1,30279573,30284573,90,0.00187868
NC_035780.1,30279593,30284593,90,0.00148826
NC_035780.1,30283018,30288018,90,0.00821982
NC_035780.1,30322136,30327136,90,0.0154712
NC_035780.1,30323406,30328406,90,0.00494882
NC_035780.1,30325658,30330658,90,0.00490391
NC_035780.1,30327419,30332419,90,0.00606682
NC_035780.1,30327626,30332626,90,0.0387279
NC_035780.1,30327954,30332954,90,0.00164676
NC_035780.1,30327979,30332979,90,0.0100367
NC_035780.1,30328238,30333238,90,0.0190332
NC_035780.1,30328607,30333607,90,0.0119634
NC_035780.1,30328642,30333642,90,0.106263
NC_035780.1,30329680,30334680,90,0.0204929
NC_035780.1,30332337,30337337,90,0.00176537
NC_035780.1,30332618,30337618,90,0.00223401
NC_035780.1,30332954,30337954,90,0.0863775
NC_035780.1,30332982,30337982,90,0.00115538
NC_035780.1,30333027,30338027,90,0.0109223
NC_035780.1,30333078,30338078,90,0.00378405
NC_035780.1,30333403,30338403,90,0.0168325
NC_035780.1,30333416,30338416,90,0.00775169
NC_035780.1,30333422,30338422,90,0.00653595
NC_035780.1,30333467,30338467,90,0.0271046
NC_035780.1,30333531,30338531,90,0.00229592
NC_035780.1,30335694,30340694,90,0.0305455
NC_035780.1,30336274,30341274,90,3.37E-05
NC_035780.1,30336413,30341413,90,2.42E-05
NC_035780.1,30336666,30341666,90,0.00572319
NC_035780.1,30336966,30341966,90,0.00903395
NC_035780.1,30337063,30342063,90,0.0198616
NC_035780.1,30337646,30342646,90,0.0357143
NC_035780.1,30337671,30342671,90,0.0686687
NC_035780.1,30337954,30342954,90,0.00529207
NC_035780.1,30338032,30343032,90,0.128929
NC_035780.1,30338035,30343035,90,0.243374
NC_035780.1,30338509,30343509,90,0.0786577
NC_035780.1,30339527,30344527,90,0.0114794
NC_035780.1,30339811,30344811,90,0.13549
NC_035780.1,30339838,30344838,90,0.000115789
NC_035780.1,30339851,30344851,90,0.00648747
NC_035780.1,30341174,30346174,90,0.0639865
NC_035780.1,30341595,30346595,90,0.017565
NC_035780.1,30341978,30346978,90,0.0203199
NC_035780.1,30343509,30348509,90,0.064475
NC_035780.1,30344838,30349838,90,0.0310765
NC_035780.1,30344846,30349846,90,0.0424095
NC_035780.1,30344915,30349915,90,0.0279215
NC_035780.1,30344979,30349979,90,0.00160155
NC_035780.1,30346146,30351146,90,0.027027
NC_035780.1,30346149,30351149,90,0.00315813
NC_035780.1,30346174,30351174,90,0.0201353
NC_035780.1,30348544,30353544,90,0.0248439
NC_035780.1,30348562,30353562,90,0.00488759
NC_035780.1,30352117,30357117,90,0.0529516
NC_035780.1,30477970,30482970,90,0.00785855
NC_035780.1,30479690,30484690,90,0.000262654
NC_035780.1,30482393,30487393,90,0.207288
NC_035780.1,30482523,30487523,90,0.00600962
NC_035780.1,30483570,30488570,90,0.0043699
NC_035780.1,30483837,30488837,90,0.000392233
NC_035780.1,30484061,30489061,90,0.00582043
NC_035780.1,30485871,30490871,90,0.104246
NC_035780.1,30487367,30492367,90,0.0496638
NC_035780.1,30493891,30498891,90,0.000594304
NC_035780.1,30493912,30498912,90,0.0111493
NC_035780.1,30498482,30503482,90,0.195222
NC_035780.1,30502359,30507359,90,0.0112232
NC_035780.1,30503223,30508223,90,0.000610525
NC_035780.1,30503329,30508329,90,0.00238379
NC_035780.1,30503870,30508870,90,0.000643087
NC_035780.1,30506285,30511285,90,0.011343
NC_035780.1,30507535,30512535,90,0.0520444
NC_035780.1,30515109,30520109,90,0.329561
NC_035780.1,30517334,30522334,90,0.0447515
NC_035780.1,30518864,30523864,90,0.0884244
NC_035780.1,30524188,30529188,90,0.0741422
NC_035780.1,30530269,30535269,90,0.0143401
NC_035780.1,30530321,30535321,90,0.293517
NC_035780.1,30530665,30535665,90,0.173904
NC_035780.1,30534847,30539847,90,0.0133763
NC_035780.1,30534922,30539922,90,0.325224
NC_035780.1,30535134,30540134,90,0.00253175
NC_035780.1,30536538,30541538,90,0.0225282
NC_035780.1,30538324,30543324,90,0.179614
NC_035780.1,30550060,30555060,90,0.0123457
NC_035780.1,30553634,30558634,90,0.381201
NC_035780.1,30553713,30558713,90,0.0750794
NC_035780.1,30554043,30559043,90,0.00564444
NC_035780.1,30554153,30559153,90,0.185157
NC_035780.1,30554985,30559985,90,0.0493401
NC_035780.1,30558110,30563110,90,0.0171456
NC_035780.1,30558381,30563381,90,0.0332783
NC_035780.1,30558713,30563713,90,0.0318484
NC_035780.1,30558993,30563993,90,0.00827445
NC_035780.1,30560397,30565397,90,0.00019341
NC_035780.1,30560411,30565411,90,0.316902
NC_035780.1,30560452,30565452,90,0.00634651
NC_035780.1,30560461,30565461,90,0.644481
NC_035780.1,30560663,30565663,90,0.253431
NC_035780.1,30562592,30567592,90,0.0996788
NC_035780.1,30562618,30567618,90,0.00443479
NC_035780.1,30563208,30568208,90,0.194101
NC_035780.1,30563226,30568226,90,0.202028
NC_035780.1,30563361,30568361,90,0.074036
NC_035780.1,30563379,30568379,90,0.0019969
NC_035780.1,30563388,30568388,90,0.0144824
NC_035780.1,30563430,30568430,90,0.0182753
NC_035780.1,30563450,30568450,90,0.278281
NC_035780.1,30563860,30568860,90,0.023966
NC_035780.1,30563862,30568862,90,0.0379248
NC_035780.1,30563993,30568993,90,0.00757237
NC_035780.1,30564426,30569426,90,0.155672
NC_035780.1,30565323,30570323,90,0.220404
NC_035780.1,30565417,30570417,90,0.022041
NC_035780.1,30566070,30571070,90,1
NC_035780.1,30567840,30572840,90,0.0326637
NC_035780.1,30571391,30576391,90,0.052697
NC_035780.1,30576391,30581391,90,0.0054387
NC_035780.1,30581391,30586391,90,0.0555644
NC_035780.1,30581392,30586392,90,0.00365069
NC_035780.1,30585063,30590063,90,0.126725
NC_035780.1,30585132,30590132,90,0
NC_035780.1,30585347,30590347,90,0.001998
NC_035780.1,30585933,30590933,90,0.108483
NC_035780.1,30585957,30590957,90,0.0387526
NC_035780.1,30585975,30590975,90,0.0305946
NC_035780.1,30589707,30594707,90,8.43E-05
NC_035780.1,30590001,30595001,90,0.0326797
NC_035780.1,30590003,30595003,90,0.0270228
NC_035780.1,30590154,30595154,90,0.0251896
NC_035780.1,30590234,30595234,90,0.0618908
NC_035780.1,30590235,30595235,90,0.0674368
NC_035780.1,30590575,30595575,90,0.0872117
NC_035780.1,30592034,30597034,90,0.00259343
NC_035780.1,30592044,30597044,90,0.0971917
NC_035780.1,30592122,30597122,90,0.000405075
NC_035780.1,30592736,30597736,90,0.00158494
NC_035780.1,30592746,30597746,90,0.0593693
NC_035780.1,30593106,30598106,90,0.894118
NC_035780.1,30595099,30600099,90,0.0225462
NC_035780.1,30597740,30602740,90,0.0126
NC_035780.1,30598083,30603083,90,0.0565368
NC_035780.1,30599951,30604951,90,0.0122363
NC_035780.1,30601259,30606259,90,0.00358038
NC_035780.1,30601901,30606901,90,0.00273639
NC_035780.1,30603119,30608119,90,0.35074
NC_035780.1,30603132,30608132,90,0.0451194
NC_035780.1,30605921,30610921,90,0.00481705
NC_035780.1,30606080,30611080,90,0.020362
NC_035780.1,30606092,30611092,90,0.0046324
NC_035780.1,30616102,30621102,90,0.0809475
NC_035780.1,30630150,30635150,90,0.00568947
NC_035780.1,30632499,30637499,90,0.00992564
NC_035780.1,30634424,30639424,90,0.0436491
NC_035780.1,30635043,30640043,90,0.0262423
NC_035780.1,30637517,30642517,90,0.00897098
NC_035780.1,30641849,30646849,90,0.000786782
NC_035780.1,30644760,30649760,90,7.89E-05
NC_035780.1,30648525,30653525,90,0.0293534
NC_035780.1,30648840,30653840,90,0.0255376
NC_035780.1,30654346,30659346,90,0.0248901
NC_035780.1,30659967,30664967,90,0.114472
NC_035780.1,30660013,30665013,90,1.59E-05
NC_035780.1,30660215,30665215,90,0.000858903
NC_035780.1,30660562,30665562,90,1.88E-05
NC_035780.1,30663041,30668041,90,0.0465401
NC_035780.1,30664418,30669418,90,0.0269048
NC_035780.1,30664430,30669430,90,0.002664
NC_035780.1,30664523,30669523,90,0.00790905
NC_035780.1,30664836,30669836,90,0.0100762
NC_035780.1,30664845,30669845,90,0.0124521
NC_035780.1,30688523,30693523,90,0.117215
NC_035780.1,30688570,30693570,90,0.0225681
NC_035780.1,30690740,30695740,90,0.000534532
NC_035780.1,30691456,30696456,90,0.0226244
NC_035780.1,30693026,30698026,90,0.00015625
NC_035780.1,30693988,30698988,90,0.031279
NC_035780.1,30696118,30701118,90,0.0168073
NC_035780.1,30699898,30704898,90,0.00316011
NC_035780.1,30703118,30708118,90,0.010839
NC_035780.1,30703377,30708377,90,0.0925463
NC_035780.1,30705479,30710479,90,0.0451324
NC_035780.1,30708003,30713003,90,0.00050226
NC_035780.1,30711606,30716606,90,0.0172277
NC_035780.1,30713526,30718526,90,0.0119634
NC_035780.1,30713660,30718660,90,0.0220534
NC_035780.1,30715600,30720600,90,0.232289
NC_035780.1,30716062,30721062,90,0.0218956
NC_035780.1,30716093,30721093,90,0.00128964
NC_035780.1,30726640,30731640,90,0.0225695
NC_035780.1,30730084,30735084,90,6.90E-32
NC_035780.1,30730305,30735305,90,0.0284091
NC_035780.1,30730327,30735327,90,0.0587021
NC_035780.1,30732719,30737719,90,0.0256736
NC_035780.1,30732726,30737726,90,0.0183043
NC_035780.1,30737572,30742572,90,0.00233902
NC_035780.1,30737612,30742612,90,0.000171563
NC_035780.1,30737710,30742710,90,0.00183706
NC_035780.1,30739744,30744744,90,0.018759
NC_035780.1,30742211,30747211,90,0.0225496
NC_035780.1,30744526,30749526,90,0.0230887
NC_035780.1,30745054,30750054,90,0.0213602
NC_035780.1,30745995,30750995,90,0.129958
NC_035780.1,30746025,30751025,90,0.0103567
NC_035780.1,30747176,30752176,90,0.0419857
NC_035780.1,30751482,30756482,90,0.0137512
NC_035780.1,30752171,30757171,90,0.214494
NC_035780.1,30753009,30758009,90,0.126633
NC_035780.1,30756104,30761104,90,0.360218
NC_035780.1,30757051,30762051,90,0.198815
NC_035780.1,30760851,30765851,90,0.0271201
NC_035780.1,30762202,30767202,90,0.027913
NC_035780.1,30762439,30767439,90,0.00621118
NC_035780.1,30762802,30767802,90,0.239306
NC_035780.1,30773783,30778783,90,0.121878
NC_035780.1,30776455,30781455,90,0.0167412
NC_035780.1,30776800,30781800,90,0.0177801
NC_035780.1,30778289,30783289,90,0.000210633
NC_035780.1,30779111,30784111,90,0.00137174
NC_035780.1,30779387,30784387,90,0.000115607
NC_035780.1,30781465,30786465,90,0.0092332
NC_035780.1,30782435,30787435,90,0.00769092
NC_035780.1,30782995,30787995,90,0.0302333
NC_035780.1,30783000,30788000,90,0.00743198
NC_035780.1,30784127,30789127,90,0.000545204
NC_035780.1,30788979,30793979,90,0.0242783
NC_035780.1,30788997,30793997,90,0.0252504
NC_035780.1,30789225,30794225,90,0.00904977
NC_035780.1,30789894,30794894,90,0.0328468
NC_035780.1,30791363,30796363,90,0.00934107
NC_035780.1,30792047,30797047,90,0.0406756
NC_035780.1,30794189,30799189,90,1.91E-05
NC_035780.1,30794514,30799514,90,0.00645112
NC_035780.1,30794894,30799894,90,0.0214768
NC_035780.1,30795866,30800866,90,0.00868116
NC_035780.1,30796214,30801214,90,0.0810262
NC_035780.1,30796265,30801265,90,0.0483422
NC_035780.1,30796312,30801312,90,1.83E-06
NC_035780.1,30796317,30801317,90,0.0463441
NC_035780.1,30796324,30801324,90,0.018105
NC_035780.1,30797046,30802046,90,0.00157447
NC_035780.1,30798867,30803867,90,0.127724
NC_035780.1,30799179,30804179,90,0.024024
NC_035780.1,30799180,30804180,90,0.0091357
NC_035780.1,30799209,30804209,90,0.0123471
NC_035780.1,30819376,30824376,90,0.00662794
NC_035780.1,30819771,30824771,90,0.0223269
NC_035780.1,30819795,30824795,90,0.0072637
NC_035780.1,30819825,30824825,90,0.0362812
NC_035780.1,30820099,30825099,90,0.00529135
NC_035780.1,30820127,30825127,90,0.00530409
NC_035780.1,30820430,30825430,90,8.33E-05
NC_035780.1,30820432,30825432,90,0.43119
NC_035780.1,30820791,30825791,90,0.00147768
NC_035780.1,30822277,30827277,90,0.0152934
NC_035780.1,30823266,30828266,90,0.0402706
NC_035780.1,30824771,30829771,90,0.0988131
NC_035780.1,30824819,30829819,90,0.0380205
NC_035780.1,30824910,30829910,90,0.0347457
NC_035780.1,30825080,30830080,90,0.0442356
NC_035780.1,30825178,30830178,90,0.0191384
NC_035780.1,30825726,30830726,90,0.0348221
NC_035780.1,30826379,30831379,90,0.0052028
NC_035780.1,30826734,30831734,90,0.017094
NC_035780.1,30826981,30831981,90,0.0680326
NC_035780.1,30827457,30832457,90,0.0900107
NC_035780.1,30827478,30832478,90,0.00589705
NC_035780.1,30830501,30835501,90,0.0276382
NC_035780.1,30831782,30836782,90,0.003944
NC_035780.1,30832415,30837415,90,0.0148222
NC_035780.1,30835198,30840198,90,0.0899246
NC_035780.1,30836566,30841566,90,0.117062
NC_035780.1,30841380,30846380,90,0.0086001
NC_035780.1,30842820,30847820,90,0.0155397
NC_035780.1,30842829,30847829,90,0.0123457
NC_035780.1,30869063,30874063,90,0.00931263
NC_035780.1,30870730,30875730,90,0.000640943
NC_035780.1,30904517,30909517,90,0.58656
NC_035780.1,30904600,30909600,90,0.0348659
NC_035780.1,30904903,30909903,90,0.00621118
NC_035780.1,30905049,30910049,90,0.0324639
NC_035780.1,30908146,30913146,90,0.121068
NC_035780.1,30908650,30913650,90,0.00698758
NC_035780.1,30908851,30913851,90,0.0234936
NC_035780.1,30909190,30914190,90,0.0011461
NC_035780.1,30909210,30914210,90,0.00993125
NC_035780.1,30918521,30923521,90,1
NC_035780.1,30919335,30924335,90,0.0165631
NC_035780.1,30920737,30925737,90,0.0539891
NC_035780.1,30921095,30926095,90,0.0154712
NC_035780.1,30922070,30927070,90,0.129049
NC_035780.1,30922071,30927071,90,0.0111923
NC_035780.1,30922331,30927331,90,0.138889
NC_035780.1,30924400,30929400,90,0.0237952
NC_035780.1,30924450,30929450,90,0.138265
NC_035780.1,30926401,30931401,90,0.000783576
NC_035780.1,30926898,30931898,90,0.0156676
NC_035780.1,30927384,30932384,90,7.27E-05
NC_035780.1,30930017,30935017,90,0.210231
NC_035780.1,30930457,30935457,90,0.0888879
NC_035780.1,30931810,30936810,90,0.0190892
NC_035780.1,30932268,30937268,90,0.121497
NC_035780.1,30936914,30941914,90,0.0646996
NC_035780.1,30936917,30941917,90,0.0261044
NC_035780.1,30942685,30947685,90,0.308801
NC_035780.1,30954544,30959544,90,0.0448878
NC_035780.1,30959291,30964291,90,0.159875
NC_035780.1,30959299,30964299,90,0.325328
NC_035780.1,30959532,30964532,90,0.0458592
NC_035780.1,30964178,30969178,90,0.02535
NC_035780.1,30964457,30969457,90,0.010016
NC_035780.1,30965164,30970164,90,0.100143
NC_035780.1,30965204,30970204,90,0.00312779
NC_035780.1,30966404,30971404,90,0.162102
NC_035780.1,30967188,30972188,90,0.498395
NC_035780.1,30969225,30974225,90,0.0435642
NC_035780.1,30969228,30974228,90,0.024099
NC_035780.1,30969281,30974281,90,0.000610044
NC_035780.1,30978881,30983881,90,0.0237624
NC_035780.1,30982757,30987757,90,5.36E-05
NC_035780.1,30984222,30989222,90,0.00906858
NC_035780.1,31235732,31240732,90,0.0472912
NC_035780.1,31238174,31243174,90,0.387351
NC_035780.1,31238356,31243356,90,0.0915342
NC_035780.1,31238823,31243823,90,0.47145
NC_035780.1,31240820,31245820,90,0.0774799
NC_035780.1,31240885,31245885,90,0.164139
NC_035780.1,31243179,31248179,90,0.342422
NC_035780.1,31243187,31248187,90,7.42E-06
NC_035780.1,31243201,31248201,90,0.00931677
NC_035780.1,31246077,31251077,90,0.0315782
NC_035780.1,31247535,31252535,90,0.0467112
NC_035780.1,31247609,31252609,90,0.126331
NC_035780.1,31247699,31252699,90,0.0173949
NC_035780.1,31247757,31252757,90,0.000107458
NC_035780.1,31248114,31253114,90,0.018948
NC_035780.1,31248196,31253196,90,0.127987
NC_035780.1,31253512,31258512,90,0.0676119
NC_035780.1,31268149,31273149,90,0.0251303
NC_035780.1,31268176,31273176,90,0.0119798
NC_035780.1,31277477,31282477,90,0.0184771
NC_035780.1,31280721,31285721,90,0.0617617
NC_035780.1,31280910,31285910,90,0.00628283
NC_035780.1,31281503,31286503,90,0.00131289
NC_035780.1,31281798,31286798,90,0.309045
NC_035780.1,31283186,31288186,90,0.000715001
NC_035780.1,31283880,31288880,90,0.000383583
NC_035780.1,31286438,31291438,90,0.0376419
NC_035780.1,31286462,31291462,90,0.00216872
NC_035780.1,31286509,31291509,90,0.00703221
NC_035780.1,31286541,31291541,90,0.101266
NC_035780.1,31286571,31291571,90,0.066805
NC_035780.1,31287731,31292731,90,0.00791229
NC_035780.1,31292129,31297129,90,0.0699001
NC_035780.1,31293313,31298313,90,0.0235571
NC_035780.1,31293353,31298353,90,0.231824
NC_035780.1,31296070,31301070,90,0.00994426
NC_035780.1,31296260,31301260,90,0.000186934
NC_035780.1,31297943,31302943,90,0.0671383
NC_035780.1,31299140,31304140,90,0.0401965
NC_035780.1,31299169,31304169,90,0.00319785
NC_035780.1,31299184,31304184,90,0.0137476
NC_035780.1,31299342,31304342,90,0.0928579
NC_035780.1,31299482,31304482,90,0.00497104
NC_035780.1,31301419,31306419,90,0.0017496
NC_035780.1,31301914,31306914,90,0.00344151
NC_035780.1,31301917,31306917,90,0
NC_035780.1,31302384,31307384,90,0.000436491
NC_035780.1,31303208,31308208,90,0.0168342
NC_035780.1,31306610,31311610,90,0.0147904
NC_035780.1,31309033,31314033,90,6.22E-05
NC_035780.1,31309074,31314074,90,0.0252359
NC_035780.1,31309196,31314196,90,0.000708631
NC_035780.1,31314246,31319246,90,0.0615618
NC_035780.1,31317031,31322031,90,0.032079
NC_035780.1,31317037,31322037,90,0.00011815
NC_035780.1,31317976,31322976,90,0.0309933
NC_035780.1,31318000,31323000,90,0.0217847
NC_035780.1,31319027,31324027,90,0.0385842
NC_035780.1,31319623,31324623,90,0.0638509
NC_035780.1,31320179,31325179,90,0.0734338
NC_035780.1,31320319,31325319,90,0.00838897
NC_035780.1,31345404,31350404,90,0.0135343
NC_035780.1,31355889,31360889,90,0.00309066
NC_035780.1,31355916,31360916,90,0.00529187
NC_035780.1,31357519,31362519,90,0.01999
NC_035780.1,31357696,31362696,90,0.04998
NC_035780.1,31357732,31362732,90,0.0960295
NC_035780.1,31357937,31362937,90,0.00236083
NC_035780.1,31358057,31363057,90,0.0802614
NC_035780.1,31358073,31363073,90,0.582684
NC_035780.1,31358225,31363225,90,0.0249031
NC_035780.1,31359301,31364301,90,0.0378788
NC_035780.1,31359311,31364311,90,0.0340193
NC_035780.1,31359657,31364657,90,0.50177
NC_035780.1,31360139,31365139,90,0.061697
NC_035780.1,31360144,31365144,90,0.0970947
NC_035780.1,31360156,31365156,90,0.00134106
NC_035780.1,31360253,31365253,90,0.231175
NC_035780.1,31360974,31365974,90,0.00310595
NC_035780.1,31363345,31368345,90,0.0792976
NC_035780.1,31364825,31369825,90,0.000693903
NC_035780.1,31365044,31370044,90,1.11E-06
NC_035780.1,31365055,31370055,90,0.00966184
NC_035780.1,31365066,31370066,90,0.071893
NC_035780.1,31365647,31370647,90,0.060169
NC_035780.1,31365671,31370671,90,0.0793069
